"","x"
"39968","MELTF"
"39969","MEPCE"
"39970","MET"
"39971","METTL18"
"39972","MFN2"
"39973","MFSD10"
"39974","MGRN1"
"39975","MGST3"
"39976","MIDN"
"39977","MIS18A"
"39978","MLF2"
"39979","MLLT6"
"39980","MMP14"
"39981","MMP21"
"39982","MRPS27"
"39983","MTA2"
"39984","MTCH1"
"39985","MTR"
"39986","MTURN"
"39987","MXD4"
"39988","MYBL2"
"39989","MYL5"
"39990","MYL6"
"39991","MYLK3"
"39992","MYO1F"
"39993","MYOF"
"39994","NACC2"
"39995","NAGS"
"39996","NAT8L"
"39997","NCAM1"
"39998","NCAPG2"
"39999","NCDN"
"40000","NFE2L1"
"40001","NFIC"
"40002","NFKB2"
"40003","NFYA"
"40004","NHLH2"
"40005","NIPA1"
"40006","NLGN2"
"40007","NLK"
"40008","NOTCH2"
"40009","NOTCH2NLA"
"40010","NR1H2"
"40011","NR2F2"
"40012","NR2F6"
"40013","NSD1"
"40014","NSD2"
"40015","NSFL1C"
"40016","NUCKS1"
"40017","NUDT9"
"40018","NUFIP2"
"40019","OGFOD3"
"40020","ORC6"
"40021","OTUB1"
"40022","OXNAD1"
"40023","OXSM"
"40024","PABPN1"
"40025","PACS1"
"40026","PAFAH1B1"
"40027","PAK3"
"40028","PALM2"
"40029","PATZ1"
"40030","PBRM1"
"40031","PBX2"
"40032","PCF11"
"40033","PCGF3"
"40034","PCMT1"
"40035","PCNX3"
"40036","PCYT1A"
"40037","PEG10"
"40038","PELP1"
"40039","PERP"
"40040","PFKL"
"40041","PGAP6"
"40042","PGGHG"
"40043","PGRMC1"
"40044","PHACTR2"
"40045","PHF12"
"40046","PHF21B"
"40047","PHF23"
"40048","PHLDA1"
"40049","PHLDA3"
"40050","PHYKPL"
"40051","PIAS2"
"40052","PICK1"
"40053","PIDD1"
"40054","PIGR"
"40055","PIP4K2B"
"40056","PKMYT1"
"40057","PLEKHM3"
"40058","PLEKHM3"
"40059","PLPBP"
"40060","PLXDC1"
"40061","PNMA3"
"40062","PNMA8B"
"40063","POLB"
"40064","POLL"
"40065","POLR3G"
"40066","POP4"
"40067","POU2AF1"
"40068","PPAN-P2RY11"
"40069","PPFIA1"
"40070","PPFIBP2"
"40071","PPP1CC"
"40072","PPP2CB"
"40073","PPP3R1"
"40074","PPP3R2"
"40075","PRC1"
"40076","PRKAB1"
"40077","PRKAR2A"
"40078","PRPF8"
"40079","PRPS1"
"40080","PRR14L"
"40081","PRRC2A"
"40082","PRRT2"
"40083","PSMC1"
"40084","PTAFR"
"40085","PTCHD1"
"40086","PTCHD3"
"40087","PTCHD3"
"40088","PTPN12"
"40089","PTPN4"
"40090","PTPRF"
"40091","PURB"
"40092","PUS1"
"40093","PWWP2A"
"40094","PXDN"
"40095","PXMP4"
"40096","QSOX1"
"40097","QSOX2"
"40098","RAB21"
"40099","RAB29"
"40100","RAB5IF"
"40101","RABAC1"
"40102","RABL6"
"40103","RAI1"
"40104","RAN"
"40105","RAPGEF6"
"40106","RASSF3"
"40107","RBM12B"
"40108","RBM22"
"40109","RBM41"
"40110","RBMS1"
"40111","RCAN1"
"40112","RCAN3"
"40113","RCC2"
"40114","REL"
"40115","RER1"
"40116","RESF1"
"40117","RETREG2"
"40118","RFX4"
"40119","RFXANK"
"40120","RGMA"
"40121","RIPOR2"
"40122","RPL31"
"40123","RPL36"
"40124","RPS4X"
"40125","RPTN"
"40126","RTL10"
"40127","RUNDC3B"
"40128","S1PR1"
"40129","SACM1L"
"40130","SAMD4B"
"40131","SBK1"
"40132","SBNO1"
"40133","SCMH1"
"40134","SCN8A"
"40135","SCN9A"
"40136","SDE2"
"40137","SEPTIN8"
"40138","SERBP1"
"40139","SESN2"
"40140","SESN3"
"40141","SET"
"40142","SFMBT1"
"40143","SFPQ"
"40144","SH3TC2"
"40145","SHC1"
"40146","SIAH1"
"40147","SIX2"
"40148","SKIDA1"
"40149","SLC16A3"
"40150","SLC25A28"
"40151","SLC25A39"
"40152","SLC25A42"
"40153","SLC25A44"
"40154","SLC2A13"
"40155","SLC35E4"
"40156","SLC37A4"
"40157","SLC6A9"
"40158","SLC7A1"
"40159","SLC7A2"
"40160","SLC7A5"
"40161","SLC9A2"
"40162","SLC9A6"
"40163","SLCO1B3"
"40164","SMAP2"
"40165","SMARCD2"
"40166","SMC3"
"40167","SMUG1"
"40168","SNX13"
"40169","SNX16"
"40170","SNX19"
"40171","SNX27"
"40172","SOCS1"
"40173","SOGA1"
"40174","SOX11"
"40175","SOX12"
"40176","SPAG16"
"40177","SPARC"
"40178","SPOP"
"40179","SPPL2B"
"40180","SPPL3"
"40181","SPTBN1"
"40182","SRCAP"
"40183","SRCIN1"
"40184","SRCIN1"
"40185","SREBF1"
"40186","SRF"
"40187","SRPRA"
"40188","SRRM2"
"40189","SRSF9"
"40190","SSR3"
"40191","STARD7"
"40192","STC2"
"40193","STK19"
"40194","STK25"
"40195","STK35"
"40196","STK4"
"40197","STRN4"
"40198","STX1B"
"40199","SUCO"
"40200","SUPT5H"
"40201","SVOP"
"40202","SYAP1"
"40203","SYDE1"
"40204","SYNCRIP"
"40205","SYNE2"
"40206","TARBP1"
"40207","TAX1BP1"
"40208","TBC1D16"
"40209","TBC1D24"
"40210","TBC1D2B"
"40211","TDP2"
"40212","TEAD1"
"40213","TECPR2"
"40214","TEF"
"40215","TELO2"
"40216","TEP1"
"40217","TGFB1"
"40218","TGFBR1"
"40219","THAP6"
"40220","THBS1"
"40221","TIMM8A"
"40222","TM2D1"
"40223","TM2D3"
"40224","TM9SF3"
"40225","TMBIM6"
"40226","TMED4"
"40227","TMEM109"
"40228","TMEM119"
"40229","TMEM250"
"40230","TMEM30A"
"40231","TMEM50A"
"40232","TMEM9"
"40233","TMEM92"
"40234","TMTC2"
"40235","TNFRSF25"
"40236","TNKS1BP1"
"40237","TNPO1"
"40238","TNPO2"
"40239","TNPO3"
"40240","TNRC18"
"40241","TP53INP1"
"40242","TPCN2"
"40243","TRABD"
"40244","TRAF3IP2"
"40245","TRAPPC10"
"40246","TRAPPC3L"
"40247","TRAPPC4"
"40248","TRIM11"
"40249","TRIM28"
"40250","TRIM35"
"40251","TRIM41"
"40252","TRIM72"
"40253","TRPM3"
"40254","TRUB2"
"40255","TSC22D3"
"40256","TSPAN11"
"40257","TSPYL1"
"40258","TTC39A"
"40259","TTF1"
"40260","TTYH3"
"40261","TUBA1C"
"40262","TUBB4A"
"40263","TXNIP"
"40264","TXNRD3NB"
"40265","UBE2D3"
"40266","UBE2W"
"40267","UCKL1"
"40268","ULK2"
"40269","UNC5B"
"40270","UNKL"
"40271","USH1G"
"40272","USP15"
"40273","VILL"
"40274","VIPR1"
"40275","VMA21"
"40276","VPS11"
"40277","VPS36"
"40278","VPS4A"
"40279","WAC"
"40280","WDFY2"
"40281","WDR13"
"40282","WNT7B"
"40283","WT1"
"40284","XIAP"
"40285","XKR6"
"40286","XPO1"
"40287","XPR1"
"40288","YLPM1"
"40289","YOD1"
"40290","ZBTB18"
"40291","ZBTB4"
"40292","ZBTB47"
"40293","ZBTB48"
"40294","ZC2HC1C"
"40295","ZC3HC1"
"40296","ZCCHC24"
"40297","ZCCHC3"
"40298","ZDHHC16"
"40299","ZDHHC4"
"40300","ZFP91"
"40301","ZNF267"
"40302","ZNF275"
"40303","ZNF276"
"40304","ZNF324"
"40305","ZNF367"
"40306","ZNF451"
"40307","ZNF497"
"40308","ZNF507"
"40309","ZNF514"
"40310","ZNF582"
"40311","ZNF615"
"40312","ZNF682"
"40313","ZNF768"
"40314","ZNF776"
"40315","ZNF829"
"40316","ZNF844"
"40317","ZNF844"
"40318","ZNF878"
"40319",""
"40320","AAMP"
"40321","ABCC9"
"40322","ABHD4"
"40323","ABL2"
"40324","AC011448.1"
"40325","ACTG1"
"40326","ADAMTS1"
"40327","ADAT2"
"40328","ADGRL2"
"40329","ADNP"
"40330","AGO1"
"40331","AKIRIN2"
"40332","ALDH9A1"
"40333","ALX1"
"40334","AMD1"
"40335","AMMECR1"
"40336","ANKFY1"
"40337","ANKRD11"
"40338","ANKRD12"
"40339","AP3M1"
"40340","APOOL"
"40341","ARHGEF39"
"40342","ARL10"
"40343","ARL4C"
"40344","ASH1L"
"40345","ASS1"
"40346","ATP6V0D1"
"40347","ATP6V1A"
"40348","ATRX"
"40349","AURKA"
"40350","AXIN2"
"40351","B4GALT1"
"40352","BABAM1"
"40353","BACH1"
"40354","BAZ2A"
"40355","BMF"
"40356","BRWD1"
"40357","BTAF1"
"40358","BTBD7"
"40359","BUB3"
"40360","C10orf67"
"40361","C12orf49"
"40362","CALM1"
"40363","CALU"
"40364","CAMK4"
"40365","CAMSAP1"
"40366","CAPZA1"
"40367","CAV1"
"40368","CBLL1"
"40369","CBX6"
"40370","CCL3"
"40371","CCNB1"
"40372","CCND2"
"40373","CCNT1"
"40374","CCS"
"40375","CCT2"
"40376","CDC42"
"40377","CDH2"
"40378","CDK12"
"40379","CDK13"
"40380","CDK6"
"40381","CDT1"
"40382","CEACAM5"
"40383","CHAC1"
"40384","CHM"
"40385","CLINT1"
"40386","CLMN"
"40387","CMIP"
"40388","CNIH1"
"40389","CNOT1"
"40390","COPS5"
"40391","COPZ1"
"40392","COX4I1"
"40393","CREB3L2"
"40394","CSTF1"
"40395","CSTF2T"
"40396","CTCF"
"40397","CUX1"
"40398","CYB561D1"
"40399","CYB5B"
"40400","CYFIP1"
"40401","DDX39B"
"40402","DDX3X"
"40403","DDX56"
"40404","DEGS1"
"40405","DEPDC1B"
"40406","DHDDS"
"40407","DHX33"
"40408","DISP1"
"40409","DIXDC1"
"40410","DKK1"
"40411","DKK3"
"40412","DMWD"
"40413","DNAJC9"
"40414","DONSON"
"40415","DST"
"40416","DTX4"
"40417","DUSP18"
"40418","DYRK2"
"40419","E2F3"
"40420","EDIL3"
"40421","EEF1D"
"40422","EEF2"
"40423","EFNA3"
"40424","EIF3M"
"40425","EIF4EBP2"
"40426","EIF4G1"
"40427","ELOA"
"40428","EMC1"
"40429","EMC10"
"40430","ENTPD4"
"40431","EPB41L4A"
"40432","ERLIN2"
"40433","ESRP1"
"40434","ESS2"
"40435","ETF1"
"40436","EWSR1"
"40437","EXT2"
"40438","EXTL2"
"40439","EZR"
"40440","FAM102A"
"40441","FAM160B1"
"40442","FAT1"
"40443","FBN1"
"40444","FBRS"
"40445","FBXO21"
"40446","FBXW4"
"40447","FEM1B"
"40448","FEM1C"
"40449","FER"
"40450","FHIT"
"40451","FIGN"
"40452","FLNB"
"40453","FNDC3A"
"40454","FNDC3B"
"40455","FOXO1"
"40456","FRS2"
"40457","FSD2"
"40458","FZD6"
"40459","G3BP1"
"40460","GABRB3"
"40461","GADD45A"
"40462","GAN"
"40463","GEMIN7"
"40464","GLCE"
"40465","GLUL"
"40466","GNL3L"
"40467","GOLPH3"
"40468","GPATCH8"
"40469","GRM5"
"40470","GRM6"
"40471","GRPEL2"
"40472","GSK3B"
"40473","GTF2A1"
"40474","GTPBP10"
"40475","H1-0"
"40476","HDLBP"
"40477","HECTD4"
"40478","HOXA1"
"40479","HOXB3"
"40480","IDS"
"40481","IGF2BP1"
"40482","INO80D"
"40483","INO80D"
"40484","IPO7"
"40485","IPO8"
"40486","IRF2BP2"
"40487","ITCH"
"40488","ITGAV"
"40489","ITGB1"
"40490","ITPRIP"
"40491","ITSN1"
"40492","IVNS1ABP"
"40493","JPT2"
"40494","KAT2A"
"40495","KATNAL1"
"40496","KCNC1"
"40497","KIAA0895"
"40498","KIAA1522"
"40499","KIF5B"
"40500","KLF5"
"40501","KLHL15"
"40502","KLHL21"
"40503","KRR1"
"40504","LENG9"
"40505","LENG9"
"40506","LENG9"
"40507","LENG9"
"40508","LIX1L"
"40509","LRRC45"
"40510","LRRK2"
"40511","LYSMD1"
"40512","MAP3K1"
"40513","MAP4"
"40514","MAPK12"
"40515","MAPK9"
"40516","MAT2A"
"40517","MCF2L"
"40518","MCL1"
"40519","MED13L"
"40520","MED21"
"40521","MEPCE"
"40522","MFSD14A"
"40523","MIER3"
"40524","MLEC"
"40525","MPP2"
"40526","MSL1"
"40527","MTCH1"
"40528","MTHFD2"
"40529","MTR"
"40530","MTRNR2L1"
"40531","MTRNR2L8"
"40532","MTRNR2L9"
"40533","MYC"
"40534","MYL12B"
"40535","MYO1C"
"40536","NCLN"
"40537","NCOA2"
"40538","NCOA5"
"40539","NCOR1"
"40540","NDUFA12"
"40541","NDUFA8"
"40542","NEK7"
"40543","NFAT5"
"40544","NFS1"
"40545","NKRF"
"40546","NME4"
"40547","NOP56"
"40548","NUB1"
"40549","NUCKS1"
"40550","NUP43"
"40551","OGA"
"40552","OLR1"
"40553","ORMDL1"
"40554","OTUD3"
"40555","PABPC4"
"40556","PABPN1"
"40557","PAF1"
"40558","PAQR3"
"40559","PARD6B"
"40560","PAWR"
"40561","PCDHGA1"
"40562","PCED1A"
"40563","PDCD11"
"40564","PDE3A"
"40565","PDZD8"
"40566","PEAK1"
"40567","PEG10"
"40568","PES1"
"40569","PGGT1B"
"40570","PGRMC1"
"40571","PHC3"
"40572","PHF13"
"40573","PHIP"
"40574","PHLPP1"
"40575","PIEZO1"
"40576","PIK3C2A"
"40577","PKD1"
"40578","PKM"
"40579","PLEKHA1"
"40580","PNMA1"
"40581","POP7"
"40582","PPL"
"40583","PPM1H"
"40584","PPP1CB"
"40585","PPP1CC"
"40586","PPP1R15B"
"40587","PPP3CB"
"40588","PPRC1"
"40589","PPTC7"
"40590","PRKCA"
"40591","PRPF38A"
"40592","PRRC2A"
"40593","PSKH1"
"40594","PSMC3IP"
"40595","PSMD1"
"40596","PSME3"
"40597","PTBP1"
"40598","PTBP3"
"40599","PTCD3"
"40600","PTEN"
"40601","PTPN14"
"40602","QSER1"
"40603","RAB11FIP1"
"40604","RAB11FIP2"
"40605","RAB21"
"40606","RAB27A"
"40607","RAB3IP"
"40608","RAC3"
"40609","RAD23B"
"40610","RAP2B"
"40611","RBM26"
"40612","RBM28"
"40613","RC3H2"
"40614","RCSD1"
"40615","RETREG1"
"40616","RFX5"
"40617","RGMB"
"40618","RHOT2"
"40619","RICTOR"
"40620","RMND5A"
"40621","RNF19A"
"40622","RNF4"
"40623","RO60"
"40624","RPL28"
"40625","RPS20"
"40626","RTF1"
"40627","RTL8C"
"40628","SCAMP1"
"40629","SCLT1"
"40630","SCN4B"
"40631","SDE2"
"40632","SDHC"
"40633","SEC22C"
"40634","SEC61A1"
"40635","SELENOI"
"40636","SELENOT"
"40637","SETD1A"
"40638","SFRP1"
"40639","SFT2D2"
"40640","SHCBP1"
"40641","SIK1"
"40642","SIRPA"
"40643","SKAP2"
"40644","SKIV2L"
"40645","SLBP"
"40646","SLC12A2"
"40647","SLC16A1"
"40648","SLC16A9"
"40649","SLC25A37"
"40650","SLC30A6"
"40651","SLC35D3"
"40652","SLC37A3"
"40653","SLC38A2"
"40654","SLC39A1"
"40655","SLC39A9"
"40656","SLC5A6"
"40657","SLC7A5"
"40658","SLFN5"
"40659","SMARCD1"
"40660","SMG1"
"40661","SMG7"
"40662","SMIM15"
"40663","SMURF1"
"40664","SNN"
"40665","SNX2"
"40666","SP4"
"40667","SPATA2"
"40668","SPRYD3"
"40669","SRCAP"
"40670","SRSF6"
"40671","SSR1"
"40672","SSX5"
"40673","STAG2"
"40674","STOM"
"40675","STRBP"
"40676","SUMF2"
"40677","SURF4"
"40678","SURF4"
"40679","SYBU"
"40680","SYNE2"
"40681","SYVN1"
"40682","TADA1"
"40683","TASOR2"
"40684","TBC1D13"
"40685","TBL1XR1"
"40686","TEX19"
"40687","TFRC"
"40688","TGFBR3"
"40689","TIMM21"
"40690","TM9SF3"
"40691","TMA16"
"40692","TMED10"
"40693","TMEM106B"
"40694","TMEM127"
"40695","TMEM167A"
"40696","TNIP1"
"40697","TNPO1"
"40698","TNRC6A"
"40699","TRAF4"
"40700","TRAFD1"
"40701","TREM1"
"40702","TRIM28"
"40703","TRIO"
"40704","TSN"
"40705","TTC27"
"40706","TUBB"
"40707","UBAP2"
"40708","UBE2J1"
"40709","UBE3C"
"40710","UBP1"
"40711","UBR7"
"40712","USP15"
"40713","USP3"
"40714","VEZT"
"40715","VTI1B"
"40716","WBP1L"
"40717","WDFY3"
"40718","WIPF2"
"40719","WWTR1"
"40720","XPO7"
"40721","XPR1"
"40722","YWHAG"
"40723","ZBTB18"
"40724","ZBTB4"
"40725","ZBTB8A"
"40726","ZDHHC17"
"40727","ZEB2"
"40728","ZFHX3"
"40729","ZFP37"
"40730","ZFP91"
"40731","ZFX"
"40732","ZFYVE27"
"40733","ZMAT2"
"40734","ZMYM1"
"40735","ZMYM2"
"40736","ZNF143"
"40737","ZNF207"
"40738","ZNF217"
"40739","ZNF518B"
"40740","ZNF592"
"40741","ZNF621"
"40742","ZNF675"
"40743","ZNF680"
"40744","ZNF711"
"40745","ZNF716"
"40746",""
"40747",""
"40748",""
"40749",""
"40750","AASDHPPT"
"40751","ABHD10"
"40752","ABHD13"
"40753","ABHD15"
"40754","ABHD17B"
"40755","ABHD3"
"40756","AC093525.2"
"40757","ACOT2"
"40758","ACVR2A"
"40759","ADAMTS4"
"40760","ADAMTS5"
"40761","ADAT2"
"40762","ADGRE5"
"40763","ADGRL2"
"40764","ADIPOR1"
"40765","ADIPOR2"
"40766","ADK"
"40767","ADNP"
"40768","ADNP2"
"40769","ADRB1"
"40770","ADRB2"
"40771","ADSS2"
"40772","AFF1"
"40773","AFF4"
"40774","AGO3"
"40775","AGPAT5"
"40776","AGTPBP1"
"40777","AKAP11"
"40778","AKIRIN1"
"40779","ALG10B"
"40780","ALG13"
"40781","ALOX5AP"
"40782","AMD1"
"40783","AMER1"
"40784","AMOTL2"
"40785","ANGEL2"
"40786","ANKLE2"
"40787","ANKRA2"
"40788","ANKRD12"
"40789","ANKRD13C"
"40790","ANKRD46"
"40791","ANLN"
"40792","ANP32A"
"40793","ANP32E"
"40794","AP1G1"
"40795","AP3B1"
"40796","AP3D1"
"40797","APC"
"40798","APOL6"
"40799","APPBP2"
"40800","APPL1"
"40801","AQR"
"40802","ARCN1"
"40803","ARF6"
"40804","ARFGEF2"
"40805","ARHGAP11A"
"40806","ARHGAP5"
"40807","ARHGEF12"
"40808","ARID4B"
"40809","ARL14EPL"
"40810","ARL6IP1"
"40811","ARL6IP5"
"40812","ARPC2"
"40813","ARPC5"
"40814","ARRDC4"
"40815","ARSK"
"40816","ASH1L"
"40817","ASPH"
"40818","ASPM"
"40819","ASTE1"
"40820","ATF7"
"40821","ATF7IP"
"40822","ATF7IP2"
"40823","ATG101"
"40824","ATL2"
"40825","ATL3"
"40826","ATOX1"
"40827","ATP11A"
"40828","ATP2A2"
"40829","ATP2B1"
"40830","ATP6V1B2"
"40831","ATP6V1G1"
"40832","ATXN1"
"40833","ATXN7"
"40834","ATXN7L3B"
"40835","AZIN1"
"40836","B3GNT2"
"40837","B4GALT1"
"40838","B4GALT5"
"40839","BAG1"
"40840","BAG4"
"40841","BAMBI"
"40842","BANK1"
"40843","BCL11A"
"40844","BCL2L11"
"40845","BCOR"
"40846","BEX4"
"40847","BFAR"
"40848","BMP2K"
"40849","BMPR2"
"40850","BMT2"
"40851","BOD1"
"40852","BPNT1"
"40853","BPTF"
"40854","BRD1"
"40855","BRF2"
"40856","BRMS1L"
"40857","BRWD1"
"40858","BTAF1"
"40859","BTBD3"
"40860","BTG2"
"40861","BTG3"
"40862","BTRC"
"40863","C12orf49"
"40864","C1orf109"
"40865","C1orf52"
"40866","C1QBP"
"40867","C21orf58"
"40868","C2CD5"
"40869","C2orf69"
"40870","C5orf22"
"40871","C5orf30"
"40872","C5orf34"
"40873","C6orf62"
"40874","C8orf37"
"40875","C9orf64"
"40876","CAB39"
"40877","CACNG1"
"40878","CACUL1"
"40879","CALM2"
"40880","CALR"
"40881","CAMK2N1"
"40882","CAND1"
"40883","CANX"
"40884","CAPN2"
"40885","CAPZA2"
"40886","CASP10"
"40887","CASP3"
"40888","CASP8"
"40889","CAT"
"40890","CBFB"
"40891","CBX1"
"40892","CBX2"
"40893","CBX3"
"40894","CCDC117"
"40895","CCDC126"
"40896","CCDC127"
"40897","CCDC47"
"40898","CCDC59"
"40899","CCDC6"
"40900","CCL5"
"40901","CCL5"
"40902","CCNC"
"40903","CCND2"
"40904","CCNI"
"40905","CCNT2"
"40906","CCSAP"
"40907","CCSER2"
"40908","CCT2"
"40909","CCT6A"
"40910","CD164"
"40911","CD2AP"
"40912","CD46"
"40913","CDC27"
"40914","CDC42SE1"
"40915","CDC5L"
"40916","CDC73"
"40917","CDK2"
"40918","CDK6"
"40919","CDKN1A"
"40920","CDKN2AIPNL"
"40921","CDS1"
"40922","CDV3"
"40923","CENPE"
"40924","CENPI"
"40925","CEP192"
"40926","CEP55"
"40927","CFAP300"
"40928","CFDP1"
"40929","CFL2"
"40930","CHAF1A"
"40931","CHD1"
"40932","CHDH"
"40933","CHML"
"40934","CHMP1B"
"40935","CHMP7"
"40936","CHRAC1"
"40937","CHRNA5"
"40938","CHRNB1"
"40939","CHRNB1"
"40940","CHUK"
"40941","CIAO2A"
"40942","CITED2"
"40943","CLCC1"
"40944","CLCN3"
"40945","CLDND1"
"40946","CLN8"
"40947","CLN8"
"40948","CLSTN1"
"40949","CMPK1"
"40950","CMTR2"
"40951","CNIH1"
"40952","CNOT11"
"40953","CNOT8"
"40954","CNTLN"
"40955","COG3"
"40956","COIL"
"40957","COL15A1"
"40958","COL4A1"
"40959","COL4A5"
"40960","COL6A5"
"40961","COMMD2"
"40962","COPZ1"
"40963","COX20"
"40964","CPD"
"40965","CPEB2"
"40966","CPEB3"
"40967","CPSF6"
"40968","CRAMP1"
"40969","CRKL"
"40970","CRLS1"
"40971","CROT"
"40972","CSDE1"
"40973","CSNK1A1"
"40974","CSNK1D"
"40975","CSRNP3"
"40976","CSTF3"
"40977","CTDSP2"
"40978","CTNNBL1"
"40979","CTSB"
"40980","CTSB"
"40981","CTSL"
"40982","CTTNBP2NL"
"40983","CWC22"
"40984","CWC27"
"40985","CYTH2"
"40986","CYTIP"
"40987","DACT1"
"40988","DAD1"
"40989","DAGLA"
"40990","DARS1"
"40991","DCAF16"
"40992","DCAF4L2"
"40993","DCAF7"
"40994","DCBLD1"
"40995","DCP1A"
"40996","DCP2"
"40997","DCTPP1"
"40998","DCUN1D1"
"40999","DDX18"
"41000","DDX21"
"41001","DDX42"
"41002","DDX46"
"41003","DDX5"
"41004","DDX6"
"41005","DEGS1"
"41006","DENND4C"
"41007","DENND5B"
"41008","DENND6A"
"41009","DENR"
"41010","DEPDC1"
"41011","DHX33"
"41012","DHX35"
"41013","DHX40"
"41014","DHX57"
"41015","DIAPH3"
"41016","DICER1"
"41017","DIDO1"
"41018","DIP2A"
"41019","DIPK2A"
"41020","DIPK2B"
"41021","DKK3"
"41022","DLX1"
"41023","DNAJB4"
"41024","DNAJC10"
"41025","DNAJC21"
"41026","DNM1L"
"41027","DNPH1"
"41028","DOCK5"
"41029","DPF2"
"41030","DPH3"
"41031","DPP8"
"41032","DPY19L1"
"41033","DSE"
"41034","DSN1"
"41035","DSP"
"41036","DSTYK"
"41037","DUSP11"
"41038","DYRK1A"
"41039","E2F3"
"41040","E2F7"
"41041","EBI3"
"41042","ECHDC1"
"41043","EDEM3"
"41044","EEA1"
"41045","EEF1A1"
"41046","EFNB2"
"41047","EFR3A"
"41048","EGR1"
"41049","EID2"
"41050","EIF2AK2"
"41051","EIF2S3"
"41052","EIF4A1"
"41053","EIF4A2"
"41054","EIF4A3"
"41055","EIF4G2"
"41056","EIF5"
"41057","EIF5B"
"41058","ELK4"
"41059","ELMOD2"
"41060","ELMSAN1"
"41061","ELOA"
"41062","ELOVL4"
"41063","ELOVL5"
"41064","EMB"
"41065","EML4"
"41066","ENAH"
"41067","ENPP4"
"41068","ENTPD1"
"41069","EP300"
"41070","EPB41L1"
"41071","EPB41L2"
"41072","EPB42"
"41073","ERBIN"
"41074","ERCC4"
"41075","ERGIC3"
"41076","ERLIN2"
"41077","ERVV-1"
"41078","ETFA"
"41079","ETNK1"
"41080","EVI5"
"41081","EXOC2"
"41082","EXOC4"
"41083","EXOC5"
"41084","EXOC8"
"41085","EXOSC10"
"41086","EZR"
"41087","FAM102A"
"41088","FAM114A1"
"41089","FAM120A"
"41090","FAM126B"
"41091","FAM133B"
"41092","FAM136A"
"41093","FAM160B1"
"41094","FAM161A"
"41095","FAM161B"
"41096","FAM168A"
"41097","FAM199X"
"41098","FAM204A"
"41099","FAM210A"
"41100","FAM8A1"
"41101","FAM98B"
"41102","FAN1"
"41103","FANCF"
"41104","FANCL"
"41105","FAR1"
"41106","FARP2"
"41107","FARSB"
"41108","FASTKD3"
"41109","FASTKD5"
"41110","FBXL13"
"41111","FBXL20"
"41112","FBXO28"
"41113","FBXO45"
"41114","FBXO5"
"41115","FBXO9"
"41116","FCF1"
"41117","FEM1B"
"41118","FGFR1OP2"
"41119","FIP1L1"
"41120","FJX1"
"41121","FLNA"
"41122","FLVCR1"
"41123","FMC1-LUC7L2"
"41124","FN3KRP"
"41125","FNBP1L"
"41126","FNBP4"
"41127","FNDC3A"
"41128","FNDC3B"
"41129","FNIP1"
"41130","FOXA1"
"41131","FOXC1"
"41132","FOXG1"
"41133","FOXK2"
"41134","FRS2"
"41135","FSD2"
"41136","FSTL1"
"41137","FUS"
"41138","G2E3"
"41139","G3BP1"
"41140","G3BP2"
"41141","GABPB1"
"41142","GAS1"
"41143","GATA6"
"41144","GATAD2B"
"41145","GDE1"
"41146","GDPGP1"
"41147","GEMIN4"
"41148","GFPT1"
"41149","GGCX"
"41150","GINM1"
"41151","GLIS3"
"41152","GLMN"
"41153","GMEB1"
"41154","GMFB"
"41155","GNAQ"
"41156","GNG12"
"41157","GNS"
"41158","GOLIM4"
"41159","GOLPH3"
"41160","GOPC"
"41161","GPATCH11"
"41162","GPATCH8"
"41163","GPBP1L1"
"41164","GPCPD1"
"41165","GPN2"
"41166","GPR141"
"41167","GPR180"
"41168","GPR37"
"41169","GPR63"
"41170","GRIK4"
"41171","GSK3B"
"41172","GSKIP"
"41173","GSPT1"
"41174","GSR"
"41175","GTF2A1"
"41176","GULP1"
"41177","H2BC8"
"41178","HABP4"
"41179","HAUS1"
"41180","HAUS2"
"41181","HDGF"
"41182","HDLBP"
"41183","HELZ"
"41184","HERPUD2"
"41185","HEY1"
"41186","HIF1A"
"41187","HIPK1"
"41188","HIPK3"
"41189","HLA-A"
"41190","HMGA2"
"41191","HMGB2"
"41192","HMGCR"
"41193","HMGN3"
"41194","HMSD"
"41195","HNRNPA2B1"
"41196","HNRNPA3"
"41197","HNRNPAB"
"41198","HNRNPDL"
"41199","HNRNPF"
"41200","HNRNPH1"
"41201","HNRNPL"
"41202","HNRNPLL"
"41203","HNRNPR"
"41204","HOXA10"
"41205","HOXB2"
"41206","HOXB3"
"41207","HOXD1"
"41208","HOXD8"
"41209","HSBP1"
"41210","HSDL1"
"41211","HSPA1A"
"41212","HSPA9"
"41213","HSPB1"
"41214","HSPD1"
"41215","HSPE1-MOB4"
"41216","HTATIP2"
"41217","ID4"
"41218","IFIT5"
"41219","IFNAR1"
"41220","IFNGR2"
"41221","IFT74"
"41222","IGF1R"
"41223","IL10RB"
"41224","IL6"
"41225","IMPAD1"
"41226","INSIG2"
"41227","INTS5"
"41228","INTS8"
"41229","INTU"
"41230","IPO5"
"41231","IPO7"
"41232","IPPK"
"41233","IQGAP1"
"41234","IRF2BP2"
"41235","IRF4"
"41236","IRF9"
"41237","IRGQ"
"41238","IRS4"
"41239","ISG20L2"
"41240","ITGA6"
"41241","ITGA8"
"41242","ITGB8"
"41243","ITPKB"
"41244","ITPRID2"
"41245","ITPRIPL1"
