"","x"
"22989","CDKN1A"
"22990","CEMIP2"
"22991","CEP57L1"
"22992","CEP97"
"22993","CLEC12B"
"22994","CLSTN3"
"22995","CLSTN3"
"22996","CMC4"
"22997","CNBP"
"22998","COLCA1"
"22999","CYP20A1"
"23000","CYP7B1"
"23001","DDX6"
"23002","DNAL1"
"23003","DNTTIP2"
"23004","DUSP19"
"23005","DYNC1LI2"
"23006","DYRK2"
"23007","ELFN2"
"23008","ENTPD5"
"23009","EPS15L1"
"23010","FADS6"
"23011","FAM13A"
"23012","FAM162A"
"23013","FAT3"
"23014","FBXL18"
"23015","FEM1A"
"23016","FGD4"
"23017","FGFR1"
"23018","FNIP1"
"23019","FOXK1"
"23020","FPR2"
"23021","GBP4"
"23022","GDE1"
"23023","GGCX"
"23024","GNPTAB"
"23025","GPR157"
"23026","GRB2"
"23027","GSN"
"23028","GSR"
"23029","GTF2F1"
"23030","GTF3C4"
"23031","GXYLT2"
"23032","H2AC12"
"23033","HASPIN"
"23034","HES6"
"23035","HIF1A"
"23036","HMGB2"
"23037","HOMEZ"
"23038","HP1BP3"
"23039","HPSE"
"23040","HS6ST1"
"23041","ICOSLG"
"23042","IER5"
"23043","IFT140"
"23044","IL10RA"
"23045","IL17REL"
"23046","IMP4"
"23047","INTS7"
"23048","IRGQ"
"23049","KCTD10"
"23050","KIAA1456"
"23051","KLF2"
"23052","KNL1"
"23053","LHPP"
"23054","LPAR2"
"23055","LRRD1"
"23056","LUZP1"
"23057","LYRM4"
"23058","MAST3"
"23059","MCM9"
"23060","MCTS1"
"23061","MCTS1"
"23062","MED16"
"23063","MED16"
"23064","MICB"
"23065","MICB"
"23066","MICB"
"23067","MICB"
"23068","MICB"
"23069","MICB"
"23070","MICB"
"23071","MICB"
"23072","MOCS3"
"23073","MORN4"
"23074","MPL"
"23075","MPLKIP"
"23076","MRPS14"
"23077","MSMO1"
"23078","MTHFD1"
"23079","MTMR12"
"23080","MTPAP"
"23081","NARF"
"23082","NEDD4L"
"23083","NFAT5"
"23084","NME1-NME2"
"23085","NME2"
"23086","NOM1"
"23087","NT5DC3"
"23088","PAK2"
"23089","PBX2"
"23090","PBX2"
"23091","PBX2"
"23092","PBX2"
"23093","PBX2"
"23094","PBX2"
"23095","PBX2"
"23096","PBX2P1"
"23097","PCNX2"
"23098","PDCL3"
"23099","PELP1"
"23100","PEX26"
"23101","PHF5A"
"23102","PIGW"
"23103","PIGW"
"23104","PKNOX1"
"23105","PLCXD1"
"23106","PLEC"
"23107","PNO1"
"23108","POFUT2"
"23109","POLR3K"
"23110","PPIL4"
"23111","PPP1R12B"
"23112","PRIM2"
"23113","PRR27"
"23114","PRR27"
"23115","PTCD2"
"23116","PVR"
"23117","RAB37"
"23118","RAD51"
"23119","RBM28"
"23120","RBM4B"
"23121","RBSN"
"23122","RNPS1"
"23123","RPL18A"
"23124","RPS19"
"23125","RREB1"
"23126","RUNX3"
"23127","SCD"
"23128","SCD5"
"23129","SELENOS"
"23130","SETD3"
"23131","SGPP2"
"23132","SHOC2"
"23133","SIGLEC14"
"23134","SIRT3"
"23135","SKI"
"23136","SLC10A6"
"23137","SLC25A32"
"23138","SLC30A7"
"23139","SLC35A5"
"23140","SMARCA5"
"23141","SMARCE1"
"23142","SNAPC3"
"23143","SPRED1"
"23144","STK17B"
"23145","STX2"
"23146","SUSD1"
"23147","TERF1"
"23148","TFAP2B"
"23149","TFCP2"
"23150","TIMM29"
"23151","TMBIM6"
"23152","TMED4"
"23153","TMEM120B"
"23154","TMEM127"
"23155","TMEM33"
"23156","TPD52L2"
"23157","TRAF1"
"23158","TRIM72"
"23159","TRMT2B"
"23160","TRMT9B"
"23161","TTC33"
"23162","UBXN2A"
"23163","USP1"
"23164","WHAMM"
"23165","YWHAZ"
"23166","ZBTB18"
"23167","ZBTB3"
"23168","ZCCHC3"
"23169","ZCCHC4"
"23170","ZFAND4"
"23171","ZFP36L2"
"23172","ZFX"
"23173","ZMAT5"
"23174","ZNF141"
"23175","ZNF250"
"23176","ZNF268"
"23177","ZNF431"
"23178","ZNF490"
"23179","ZNF557"
"23180","ZNF578"
"23181","ZNF587"
"23182","ZNF716"
"23183","ZNF860"
"23184","ABI2"
"23185","ACTA1"
"23186","ACVR2B"
"23187","ADAMTS9"
"23188","ADH1B"
"23189","ADNP"
"23190","AKT3"
"23191","AKT3"
"23192","AMER1"
"23193","AMMECR1"
"23194","ANKHD1-EIF4EBP3"
"23195","APP"
"23196","AR"
"23197","ARHGEF9"
"23198","ASB11"
"23199","ATAD2"
"23200","ATL3"
"23201","ATP7A"
"23202","BNC2"
"23203","BRCC3"
"23204","BRWD3"
"23205","BVES"
"23206","C11orf74"
"23207","C12orf60"
"23208","C1D"
"23209","CALHM5"
"23210","CAPRIN1"
"23211","CBX1"
"23212","CCDC38"
"23213","CCNK"
"23214","CD276"
"23215","CDH6"
"23216","CDKN1A"
"23217","CEMIP"
"23218","CERCAM"
"23219","CFL2"
"23220","CHORDC1"
"23221","CHORDC1"
"23222","CHP1"
"23223","CLEC2D"
"23224","CLN8"
"23225","CLN8"
"23226","CNBP"
"23227","CREB1"
"23228","CSMD1"
"23229","CSRNP3"
"23230","CTCF"
"23231","CTSE"
"23232","CUL4B"
"23233","CYGB"
"23234","CYP4V2"
"23235","DCAF8"
"23236","DDX17"
"23237","DEK"
"23238","DGKH"
"23239","DIAPH1"
"23240","DMAC2L"
"23241","DMD"
"23242","DOCK7"
"23243","DUSP7"
"23244","DYRK2"
"23245","EDA2R"
"23246","EFCAB11"
"23247","EIF4G2"
"23248","ELF2"
"23249","ELL2"
"23250","EMP1"
"23251","ENTHD1"
"23252","ENTPD5"
"23253","EOGT"
"23254","EPHA1"
"23255","EPHA1"
"23256","EPHA5"
"23257","ETV6"
"23258","FBN2"
"23259","FBXO28"
"23260","FLVCR1"
"23261","FNDC3B"
"23262","GABRG1"
"23263","GARS1"
"23264","GATM"
"23265","GLB1"
"23266","GLP1R"
"23267","GLRX2"
"23268","GPBP1L1"
"23269","GRIN2B"
"23270","GXYLT2"
"23271","HACE1"
"23272","HHIP"
"23273","HMGXB4"
"23274","HNRNPA0"
"23275","HOXC8"
"23276","IGF1"
"23277","IGFBP5"
"23278","IGLON5"
"23279","ITGA1"
"23280","JKAMP"
"23281","KANSL1L"
"23282","KATNAL1"
"23283","KCNJ3"
"23284","KCNJ6"
"23285","KCNK12"
"23286","KCNK6"
"23287","KCNQ3"
"23288","KIF1B"
"23289","KPNA2"
"23290","KPNA4"
"23291","LHFPL2"
"23292","LHFPL5"
"23293","LPP"
"23294","LRIG3"
"23295","LRP2BP"
"23296","MAPRE2"
"23297","MB21D2"
"23298","MBNL2"
"23299","MED10"
"23300","MIB1"
"23301","MKLN1"
"23302","MMADHC"
"23303","MRPL16"
"23304","MX2"
"23305","MYADM"
"23306","NDUFC2-KCTD14"
"23307","NECAB1"
"23308","NELL2"
"23309","NEUROD2"
"23310","NFIC"
"23311","NIPAL2"
"23312","NRF1"
"23313","NT5C1B-RDH14"
"23314","NT5C1B"
"23315","NUFIP2"
"23316","OPCML"
"23317","OSBPL9"
"23318","OXR1"
"23319","PAPSS2"
"23320","PATL1"
"23321","PCDH11Y"
"23322","PDLIM5"
"23323","PEG10"
"23324","PEX26"
"23325","PGBD4"
"23326","PITPNB"
"23327","PLCB1"
"23328","PLEKHA3"
"23329","PLP1"
"23330","PLS3"
"23331","PPP4R2"
"23332","PRKAA1"
"23333","PROX1"
"23334","PRRX1"
"23335","PTPRG"
"23336","PUM1"
"23337","PURA"
"23338","PURB"
"23339","RAB1A"
"23340","RAB31"
"23341","RBBP9"
"23342","RBM22"
"23343","RGS5"
"23344","RIC8B"
"23345","RIPK2"
"23346","RPL28"
"23347","RRAGC"
"23348","RSPO1"
"23349","SAP18"
"23350","SATB1"
"23351","SDK2"
"23352","SEC23IP"
"23353","SENP1"
"23354","SERPINH1"
"23355","SESN1"
"23356","SHANK3"
"23357","SHH"
"23358","SIGMAR1"
"23359","SLC25A12"
"23360","SLC35E3"
"23361","SMIM21"
"23362","SMTN"
"23363","SOCS3"
"23364","SORCS2"
"23365","SPATA6"
"23366","SSPN"
"23367","STARD8"
"23368","STAT1"
"23369","STAT2"
"23370","STMP1"
"23371","STX6"
"23372","SV2B"
"23373","SYT9"
"23374","TACR3"
"23375","TAOK1"
"23376","TBCK"
"23377","TECRL"
"23378","THBS1"
"23379","TLR5"
"23380","TMEM106B"
"23381","TMEM106C"
"23382","TMEM132B"
"23383","TMEM133"
"23384","TMTC3"
"23385","TRAF5"
"23386","TRIM13"
"23387","TSPAN2"
"23388","UBE2E3"
"23389","UBR3"
"23390","UBXN2B"
"23391","UGT2B4"
"23392","USP25"
"23393","VEGFA"
"23394","WDR12"
"23395","WDR72"
"23396","ZBTB34"
"23397","ZDHHC15"
"23398","ZFHX2"
"23399","ZFX"
"23400","ZNF268"
"23401","ZNF333"
"23402","ZNF35"
"23403","ZNF35"
"23404","ZNF449"
"23405","ZNF551"
"23406","ZNF827"
"23407","ZNF860"
"23408","ZSWIM6"
"23409","ACTA1"
"23410","AKT3"
"23411","AKT3"
"23412","ATP5MC3"
"23413","BCL2L11"
"23414","COL1A2"
"23415","CSNK1G2"
"23416","CSRP3"
"23417","DCUN1D1"
"23418","DDR2"
"23419","DENND5B"
"23420","EIF5"
"23421","FAM217B"
"23422","FITM2"
"23423","FYTTD1"
"23424","GLO1"
"23425","GPATCH8"
"23426","GPSM2"
"23427","GSR"
"23428","HLF"
"23429","HSPE1-MOB4"
"23430","MOB4"
"23431","MON1B"
"23432","MSL2"
"23433","MTRNR2L1"
"23434","MYBPC1"
"23435","MYCL"
"23436","NAA30"
"23437","NAP1L1"
"23438","NAXD"
"23439","NCALD"
"23440","OLAH"
"23441","PAFAH1B2"
"23442","PARD6B"
"23443","PLAG1"
"23444","POLH"
"23445","POU2F1"
"23446","PRR14L"
"23447","RAD51B"
"23448","RNF141"
"23449","RNF6"
"23450","RSBN1"
"23451","RSBN1L"
"23452","SESN3"
"23453","SLC25A36"
"23454","SLC35E2B"
"23455","SPI1"
"23456","TFDP1"
"23457","TIMM8A"
"23458","TUBA1B"
"23459","TWISTNB"
"23460","TXNL1"
"23461","UBR7"
"23462","UBR7"
"23463","UQCRB"
"23464","VAMP3"
"23465","VSIG2"
"23466","YWHAE"
"23467","YWHAE"
"23468","ZBTB21"
"23469","ZBTB34"
"23470","ZFP14"
"23471","ZFP36"
"23472","ZNF703"
"23473","ZNF711"
"23474","ZNF813"
"23475","ZPBP"
"23476",""
"23477","ADAM9"
"23478","ADARB2"
"23479","ADCY6"
"23480","ADD1"
"23481","ADM"
"23482","ADPRHL1"
"23483","AFTPH"
"23484","AHR"
"23485","AKIRIN2"
"23486","AMOTL2"
"23487","AMPD3"
"23488","ANKRD10"
"23489","ANKRD16"
"23490","ANKRD6"
"23491","APH1A"
"23492","ARHGAP26"
"23493","ARID5B"
"23494","ARL5B"
"23495","ARL8A"
"23496","ARPC2"
"23497","ARRDC4"
"23498","ASB1"
"23499","ASF1A"
"23500","ASXL1"
"23501","ATPAF1"
"23502","BMPR1A"
"23503","BPNT1"
"23504","BRCC3"
"23505","BST2"
"23506","BTBD1"
"23507","BTBD19"
"23508","C3orf18"
"23509","CAMSAP2"
"23510","CANX"
"23511","CANX"
"23512","CAPN2"
"23513","CASP4"
"23514","CBFA2T2"
"23515","CD200R1"
"23516","CD46"
"23517","CD47"
"23518","CDC23"
"23519","CDKN1B"
"23520","CEBPB"
"23521","CEBPD"
"23522","CLCN3"
"23523","CLN8"
"23524","CLN8"
"23525","CNTF"
"23526","COPB1"
"23527","CPEB4"
"23528","CPSF7"
"23529","CTNNA1"
"23530","CTSE"
"23531","CUL3"
"23532","DCAF7"
"23533","DCPS"
"23534","DCTPP1"
"23535","DDN"
"23536","DDX1"
"23537","DDX17"
"23538","DMTN"
"23539","DNMT1"
"23540","DR1"
"23541","DST"
"23542","DYNLL1"
"23543","E2F3"
"23544","EDARADD"
"23545","EEF2"
"23546","EGR1"
"23547","EHD3"
"23548","EPOP"
"23549","EPOP"
"23550","ERGIC2"
"23551","ESCO2"
"23552","EXOC5"
"23553","FAM83F"
"23554","FANCM"
"23555","FBXL4"
"23556","FGFR1"
"23557","FICD"
"23558","FKTN"
"23559","FNBP1"
"23560","FNDC3B"
"23561","FNIP1"
"23562","FOXH1"
"23563","FSTL1"
"23564","GFPT1"
"23565","GLCE"
"23566","GLI3"
"23567","GLO1"
"23568","GLRA2"
"23569","GLUD1"
"23570","GPR107"
"23571","GPR137C"
"23572","GREB1L"
"23573","H2AC14"
"23574","HCCS"
"23575","HCFC1"
"23576","HELB"
"23577","HIPK1"
"23578","HLA-DPA1"
"23579","HNRNPA0"
"23580","HNRNPC"
"23581","HNRNPF"
"23582","HS3ST1"
"23583","HSPA5"
"23584","HUWE1"
"23585","IFIT3"
"23586","IFNGR1"
"23587","IL6ST"
"23588","INTS4"
"23589","IRF4"
"23590","ITGB8"
"23591","KAT6B"
"23592","KAT6B"
"23593","KIAA1109"
"23594","KLF10"
"23595","KLF13"
"23596","KMT2A"
"23597","KPNA1"
"23598","KPNB1"
"23599","LARP1"
"23600","LDHA"
"23601","LDHA"
"23602","LGALS3"
"23603","LIN7A"
"23604","LNX2"
"23605","LRRC58"
"23606","MALSU1"
"23607","MAPK1"
"23608","MAPKAPK5"
"23609","MARK1"
"23610","MCAM"
"23611","MCM3"
"23612","MED8"
"23613","MOGAT1"
"23614","MRFAP1"
"23615","MTR"
"23616","MYO5A"
"23617","NAA50"
"23618","NAMPT"
"23619","NAV2"
"23620","NCOA2"
"23621","NGDN"
"23622","NHLRC2"
"23623","NSD3"
"23624","NSMAF"
"23625","NT5E"
"23626","OAS2"
"23627","OR2D2"
"23628","PCGF3"
"23629","PCP4L1"
"23630","PDE4DIP"
"23631","PDIK1L"
"23632","PEX13"
"23633","PGD"
"23634","PGGT1B"
"23635","PHF13"
"23636","PHIP"
"23637","PHLDA2"
"23638","PITPNB"
"23639","PIWIL2"
"23640","PKN2"
"23641","PLCG1"
"23642","PLEKHB2"
"23643","PLXDC2"
"23644","POLR2A"
"23645","PPIG"
"23646","PPP1R3B"
"23647","PRDX1"
"23648","PRKCA"
"23649","PSD3"
"23650","PSG11"
"23651","PSG3"
"23652","PTOV1"
"23653","PTPRJ"
"23654","RAB13"
"23655","RAB32"
"23656","RABGEF1"
"23657","RACK1"
"23658","RAD23B"
"23659","RAG1"
"23660","RAI14"
"23661","RBM23"
"23662","RBMS1"
"23663","RMI2"
"23664","RNF144B"
"23665","RPL15"
"23666","RPP14"
"23667","RXRB"
"23668","RXRB"
"23669","RXRB"
"23670","RXRB"
"23671","RXRB"
"23672","RXRB"
"23673","SCO1"
"23674","SEC24A"
"23675","SERINC3"
"23676","SERPINE1"
"23677","SGO1"
"23678","SIPA1L2"
"23679","SLC25A23"
"23680","SLC25A28"
"23681","SLC30A5"
"23682","SLC31A1"
"23683","SLC45A4"
"23684","SMAD7"
"23685","SMARCA5"
"23686","SMC4"
"23687","SMCR8"
"23688","SMCR8"
"23689","SMURF2"
"23690","SON"
"23691","SOX4"
"23692","STAM"
"23693","STK17A"
"23694","SYT9"
"23695","TBCEL"
"23696","TEAD1"
"23697","TET2"
"23698","TFRC"
"23699","TMEM44"
"23700","TNPO1"
"23701","TPT1"
"23702","TRAF3IP2"
"23703","TRIQK"
"23704","TTLL12"
"23705","TXLNA"
"23706","TXNIP"
"23707","UBE2K"
"23708","UBE2R2"
"23709","VASH2"
"23710","VAT1"
"23711","VAV3"
"23712","VCPIP1"
"23713","VPS54"
"23714","WBP11"
"23715","WBP2"
"23716","WDFY1"
"23717","WNK1"
"23718","WNT5A"
"23719","WSB1"
"23720","XBP1P1"
"23721","XPO7"
"23722","ZC3H12C"
"23723","ZCCHC3"
"23724","ZFAND4"
"23725","ZFC3H1"
"23726","ZFP36"
"23727","ZKSCAN5"
"23728","ZNF106"
"23729","ZNF148"
"23730","ZNF18"
"23731","ZNF264"
"23732","ZNF322P1"
"23733","ZNF439"
"23734","ZNF460"
"23735","ZNF677"
"23736","ZNF816"
"23737","ZNHIT3"
"23738","ZNHIT3"
"23739","ZUP1"
"23740","AAGAB"
"23741","ABCC12"
"23742","ABCD2"
"23743","ABCG1"
"23744","ABL1"
"23745","ABLIM1"
"23746","ABT1"
"23747","ADARB1"
"23748","AGL"
"23749","AGO2"
"23750","AGTPBP1"
"23751","AHNAK"
"23752","AKIRIN1"
"23753","AKIRIN2"
"23754","ALDH18A1"
"23755","ANKFY1"
"23756","ANKRD17"
"23757","ANKRD46"
"23758","ANP32A"
"23759","ANTXR1"
"23760","AP1G1"
"23761","ARHGAP31"
"23762","ARID1A"
"23763","ARL4A"
"23764","ARL5B"
"23765","ASNSD1"
"23766","ATIC"
"23767","ATL2"
"23768","ATP5MG"
"23769","ATP6AP2"
"23770","ATP6V1G1"
"23771","ATR"
"23772","ATXN1"
"23773","ATXN7L3B"
"23774","B2M"
"23775","BCAS2"
"23776","BCL10"
"23777","BCLAF1"
"23778","BICD2"
"23779","BIRC3"
"23780","BLOC1S5-TXNDC5"
"23781","BMP2"
"23782","BROX"
"23783","BRWD1"
"23784","BRWD3"
"23785","BTBD3"
"23786","BTG1"
"23787","C20orf194"
"23788","C21orf91"
"23789","C3orf33"
"23790","C9orf170"
"23791","CALM2"
"23792","CAMTA1"
"23793","CAPZA2"
"23794","CARNMT1"
"23795","CBX5"
"23796","CCNG2"
"23797","CDC45"
"23798","CDC73"
"23799","CDK6"
"23800","CDKN1B"
"23801","CELF1"
"23802","CFHR3"
"23803","CLDN12"
"23804","CLIC4"
"23805","CLTC"
"23806","COPB2"
"23807","CREB1"
"23808","CREBL2"
"23809","CRY2"
"23810","CRYBG3"
"23811","CSE1L"
"23812","CUL1"
"23813","DAPK2"
"23814","DCAF10"
"23815","DCAF7"
"23816","DCUN1D1"
"23817","DDX21"
"23818","DENND2B"
"23819","DHX15"
"23820","DNAJC8"
"23821","DNAJC8"
"23822","DPF3"
"23823","DPM1"
"23824","DPY19L4"
"23825","DYNLL2"
"23826","E2F3"
"23827","EDRF1"
"23828","EFNA5"
"23829","EIF2S3"
"23830","EIF4ENIF1"
"23831","EPS15"
"23832","EREG"
"23833","FAM122A"
"23834","FAM122B"
"23835","FAM13B"
"23836","FAM216A"
"23837","FAR1"
"23838","FAR2"
"23839","FBXO32"
"23840","FBXW7"
"23841","FGL2"
"23842","FKBP1A"
"23843","FN3KRP"
"23844","FRK"
"23845","FUNDC1"
"23846","FXR1"
"23847","FZD9"
"23848","G3BP2"
"23849","GAN"
"23850","GBA2"
"23851","GCK"
"23852","GFPT1"
"23853","GLCE"
"23854","GNA13"
"23855","GNB1"
"23856","GRAMD2B"
"23857","GRPEL2"
"23858","GUK1"
"23859","HDAC2"
"23860","HEY1"
"23861","HIVEP1"
"23862","HLA-A"
"23863","HLA-DRB5"
"23864","HLTF"
"23865","HNF4G"
"23866","HNRNPR"
"23867","HOPX"
"23868","HOXA7"
"23869","HSPA8"
"23870","IGF1"
"23871","IKBKB"
"23872","IPMK"
"23873","IQGAP1"
"23874","IRF2BP2"
"23875","ITGA1"
"23876","ITGB8"
"23877","ITM2B"
"23878","JADE2"
"23879","JARID2"
"23880","KAT2B"
"23881","KAT6A"
"23882","KATNAL1"
"23883","KCMF1"
"23884","KDM3B"
"23885","KIAA1614"
"23886","KIF23"
"23887","KITLG"
"23888","KLC1"
"23889","KLHL15"
"23890","KPNA4"
"23891","KPNA5"
"23892","KPNA6"
"23893","LARP1"
"23894","LATS1"
"23895","LBR"
"23896","LCORL"
"23897","LENG8"
"23898","LHFPL2"
"23899","LMBR1"
"23900","LNPEP"
"23901","LRATD2"
"23902","LRP6"
"23903","LRPPRC"
"23904","LRRFIP1"
"23905","LYN"
"23906","MAP3K21"
"23907","MATR3"
"23908","MBNL1"
"23909","MCFD2"
"23910","MKNK2"
"23911","MOSPD2"
"23912","MRPL19"
"23913","MRPL50"
"23914","MRPS35"
"23915","MTF2"
"23916","MYO10"
"23917","NAA25"
"23918","NAP1L1"
"23919","NAPEPLD"
"23920","NCKAP1"
"23921","NDFIP2"
"23922","NDUFA4"
"23923","NDUFC2"
"23924","NEGR1"
"23925","NEUROD1"
"23926","NIN"
"23927","NLK"
"23928","NPTX2"
"23929","NR3C1"
"23930","NRIP1"
"23931","NSUN2"
"23932","NUCKS1"
"23933","NUDT19"
"23934","NUFIP2"
"23935","NUP153"
"23936","NUP43"
"23937","ONECUT3"
"23938","OPA1"
"23939","OPN3"
"23940","OTULIN"
"23941","PAK2"
"23942","PDCL"
"23943","PDE3A"
"23944","PDIK1L"
"23945","PEG10"
"23946","PELI1"
"23947","PHACTR2"
"23948","PHF14"
"23949","PHKA1"
"23950","PKM"
"23951","PNMA2"
"23952","POM121C"
"23953","PPP1R11"
"23954","PPP1R11"
"23955","PPP1R11"
"23956","PPP1R11"
"23957","PPP1R11"
"23958","PPP1R11"
"23959","PPP1R11"
"23960","PPP1R11"
"23961","PPP1R15B"
"23962","PPP2R1B"
"23963","PPP4R3A"
"23964","PRR3"
"23965","PTBP2"
"23966","PTPN12"
"23967","PWWP2A"
"23968","PYCARD-AS1"
"23969","R3HDM2"
"23970","RAB1A"
"23971","RAB7A"
"23972","RABGGTB"
"23973","RAC1"
"23974","RALA"
"23975","RALGAPA2"
"23976","RASSF5"
"23977","RB1CC1"
"23978","RBAK"
"23979","RBBP7"
"23980","RCCD1"
"23981","RDH11"
"23982","RERE"
"23983","REV3L"
"23984","RFXAP"
"23985","RICTOR"
"23986","RIF1"
"23987","RNF43"
"23988","RPL13A"
"23989","RPS6KB1"
"23990","RSPRY1"
"23991","RUFY2"
"23992","SAMD8"
"23993","SCN1A"
"23994","SEMA3C"
"23995","SEMA4B"
"23996","SERBP1"
"23997","SERINC3"
"23998","SERTAD4"
"23999","SERTAD4"
"24000","SETD2"
"24001","SFMBT2"
"24002","SFXN2"
"24003","SGO1"
"24004","SH3GL1"
"24005","SKIL"
"24006","SLC12A7"
"24007","SLC12A7"
"24008","SLC16A1"
"24009","SLC16A1"
"24010","SLC30A6"
"24011","SLC36A1"
"24012","SLC39A14"
"24013","SLC39A6"
"24014","SLC45A4"
"24015","SLF2"
"24016","SLIT1"
"24017","SMC5"
"24018","SMU1"
"24019","SNX13"
"24020","SNX17"
"24021","SOAT1"
"24022","SOX1"
"24023","SOX4"
"24024","SPEN"
"24025","SREK1IP1"
"24026","SRSF3"
"24027","SRSF4"
"24028","SSR1"
"24029","STK38L"
"24030","STX6"
"24031","STXBP5L"
"24032","SUCLA2"
"24033","SUGT1"
"24034","SUMO2"
"24035","SUSD1"
"24036","SYNM"
"24037","TASOR2"
"24038","TBC1D16"
"24039","TENT5C"
"24040","TET1"
"24041","THAP5"
"24042","TLX3"
"24043","TMEM263"
"24044","TMEM30A"
"24045","TMEM30B"
"24046","TMEM33"
"24047","TMTC1"
"24048","TNFAIP3"
"24049","TNFRSF10B"
"24050","TNFSF9"
"24051","TNKS2"
"24052","TOP2B"
"24053","TRA2B"
"24054","TRIM2"
"24055","TRMT6"
"24056","TTPAL"
"24057","TULP4"
"24058","UBB"
"24059","UBE3C"
"24060","UNG"
"24061","UNKL"
"24062","UTP23"
"24063","VAMP3"
"24064","VCL"
"24065","VEGFA"
"24066","VN1R1"
"24067","VPS37B"
"24068","YOD1"
"24069","YWHAH"
"24070","YY1"
"24071","ZBTB18"
"24072","ZBTB33"
"24073","ZBTB4"
"24074","ZC3H12C"
"24075","ZCCHC3"
"24076","ZHX1"
"24077","ZMAT3"
"24078","ZNF107"
"24079","ZNF12"
"24080","ZNF148"
"24081","ZNF280B"
"24082","ZNF281"
"24083","ZNF347"
"24084","ZNF644"
"24085","ZNF704"
"24086","ZNF71"
"24087","ZNF711"
"24088",""
"24089",""
"24090",""
"24091","AAK1"
"24092","ABHD2"
"24093","ACIN1"
"24094","ACSL4"
"24095","ACVR2B"
"24096","ADAL"
"24097","ADD3"
"24098","AIP"
"24099","AK4"
"24100","AKAP11"
"24101","AKAP12"
"24102","ALPK3"
"24103","ANKRD17"
"24104","ANKRD6"
"24105","ANO6"
"24106","ANXA4"
"24107","AP1B1"
"24108","AP3M2"
"24109","ARHGAP39"
"24110","ARID3A"
"24111","ARID5B"
"24112","ARL15"
"24113","ASB1"
"24114","ASH1L"
"24115","ATG12"
"24116","ATL2"
"24117","ATMIN"
"24118","ATN1"
"24119","ATP2A2"
"24120","ATP2B4"
"24121","ATP5F1C"
"24122","ATP6V1G1"
"24123","ATP8B2"
"24124","ATRNL1"
"24125","AZIN1"
"24126","BAG2"
"24127","BCL2"
"24128","BCL2L11"
"24129","BLZF1"
"24130","BRIX1"
"24131","BRWD3"
"24132","BVES"
"24133","C12orf10"
"24134","C12orf57"
"24135","C17orf75"
"24136","C4orf46"
"24137","CAMK2N1"
"24138","CAMLG"
"24139","CAPZA1"
"24140","CASC4"
"24141","CASP3"
"24142","CCDC82"
"24143","CCN2"
"24144","CCND2"
"24145","CCNT2"
"24146","CDC20"
"24147","CDCA4"
"24148","CDK4"
"24149","CDS2"
"24150","CENPN"
"24151","CERT1"
"24152","CGAS"
"24153","CHD9"
"24154","CIP2A"
"24155","CKAP2"
"24156","CLCN3"
"24157","CLEC12B"
"24158","CLEC14A"
"24159","CLEC2D"
"24160","CLIP4"
"24161","CMPK1"
"24162","CNEP1R1"
"24163","CNN3"
"24164","COX10"
"24165","CPEB4"
"24166","CREBRF"
"24167","CSDE1"
"24168","CSTB"
"24169","CTDSPL2"
"24170","DCK"
"24171","DDX21"
"24172","DDX52"
"24173","DGKH"
"24174","DHX40"
"24175","DIAPH3"
"24176","DNAJB4"
"24177","DNAJB9"
"24178","DNAJC16"
"24179","DOCK7"
"24180","DYRK2"
"24181","E2F3"
"24182","E2F5"
"24183","EBPL"
"24184","EDA2R"
"24185","EFR3A"
"24186","EIF1AX"
"24187","EIF2S1"
"24188","EIF4G2"
"24189","ELF3"
"24190","ELK4"
"24191","ELL2"
"24192","ENPP2"
"24193","ENPP4"
"24194","ENTPD7"
"24195","EPDR1"
"24196","EPHA7"
"24197","EPN2"
"24198","ERO1A"
"24199","ETFDH"
"24200","EVI5"
"24201","FAM135A"
"24202","FAM217B"
"24203","FAM3C"
"24204","FBXO8"
"24205","FBXW2"
"24206","FDX1"
"24207","FEM1C"
"24208","FGF2"
"24209","FGF21"
"24210","FKBP14"
"24211","FKBP1A"
"24212","FKTN"
"24213","FNDC3B"
"24214","FOXP1"
"24215","FRS2"
"24216","G3BP1"
"24217","G6PC"
"24218","GALNT1"
"24219","GALNT3"
"24220","GCC2"
"24221","GCSAM"
"24222","GDAP2"
"24223","GLCCI1"
"24224","GNPTAB"
"24225","GOLPH3"
"24226","GRB10"
"24227","GTPBP2"
"24228","GXYLT2"
"24229","H2AC6"
"24230","H2BC12"
"24231","HBS1L"
"24232","HELZ"
"24233","HEXA"
"24234","HIC2"
"24235","HIPK1"
"24236","HNRNPA1"
"24237","HNRNPA2B1"
"24238","HNRNPH3"
"24239","HNRNPU"
"24240","HOXA3"
"24241","HP1BP3"
"24242","HPRT1"
"24243","HSDL2"
"24244","HSPA13"
"24245","HSPB2"
"24246","ID4"
"24247","IFI27L1"
"24248","IFNAR1"
"24249","IGF1R"
"24250","IGSF1"
"24251","INTS7"
"24252","IPO7"
"24253","KANSL1"
"24254","KAT6B"
"24255","KBTBD2"
"24256","KBTBD6"
"24257","KCTD15"
"24258","KDM7A"
"24259","KHDC4"
"24260","KLHDC10"
"24261","KLHL15"
"24262","KMT2C"
"24263","KMT5C"
"24264","KPNA1"
"24265","KPNA6"
"24266","LANCL1"
"24267","LARP7"
"24268","LATS1"
