"","x"
"17747","PPP1R15B"
"17748","PPP2CA"
"17749","PPP4R3B"
"17750","PREPL"
"17751","PUM1"
"17752","RAC1"
"17753","RANBP9"
"17754","RBM12"
"17755","RCC2"
"17756","RHPN2"
"17757","RO60"
"17758","RPL5"
"17759","RUNX1T1"
"17760","SDC4"
"17761","SDCBP"
"17762","SEC23IP"
"17763","SERBP1"
"17764","SFPQ"
"17765","SHC3"
"17766","SLC16A5"
"17767","SLC38A2"
"17768","SLC44A1"
"17769","SMIM21"
"17770","SOD2"
"17771","SOD2"
"17772","SP1"
"17773","SPTAN1"
"17774","SRSF1"
"17775","SRSF2"
"17776","STAMBPL1"
"17777","SULT1B1"
"17778","SUV39H2"
"17779","SYNM"
"17780","TAF1D"
"17781","TBCEL"
"17782","TENT2"
"17783","TET2"
"17784","TFAP2B"
"17785","TFAP2C"
"17786","TGFBR1"
"17787","THOC2"
"17788","TM4SF1"
"17789","TMC7"
"17790","TMEM165"
"17791","TMEM185B"
"17792","TMEM248"
"17793","TNIP1"
"17794","TOP2B"
"17795","TRAPPC8"
"17796","TRIM37"
"17797","TRIP13"
"17798","TRPS1"
"17799","TTC21B"
"17800","UBE2R2"
"17801","UBXN4"
"17802","UHRF1BP1"
"17803","UNC119B"
"17804","USP15"
"17805","USP22"
"17806","USP9X"
"17807","VAV3"
"17808","VHL"
"17809","VKORC1"
"17810","VPS13C"
"17811","WDR36"
"17812","WDR48"
"17813","WEE1"
"17814","YWHAB"
"17815","ZBTB11"
"17816","ZDHHC16"
"17817","ZNF121"
"17818","ZNF148"
"17819","ZNF281"
"17820","ZNF350"
"17821","ZNF460"
"17822","ZNF644"
"17823","ZNF664"
"17824","ZNF721"
"17825","ZXDB"
"17826","ZZEF1"
"17827",""
"17828",""
"17829","ABL1"
"17830","ACBD3"
"17831","ACLY"
"17832","AFF3"
"17833","APBB2"
"17834","APP"
"17835","ARNT2"
"17836","ASCC3"
"17837","ATF1"
"17838","ATXN10"
"17839","ATXN7L3B"
"17840","AXL"
"17841","BACH2"
"17842","BDP1"
"17843","BDP1"
"17844","BDP1"
"17845","BTG1"
"17846","CANX"
"17847","CCT4"
"17848","CD276"
"17849","CD59"
"17850","CDCP1"
"17851","CDKN1A"
"17852","CEMIP"
"17853","CEP89"
"17854","CHD4"
"17855","CKAP4"
"17856","CLTA"
"17857","COPS7B"
"17858","COTL1"
"17859","CREBZF"
"17860","CRK"
"17861","CRP"
"17862","CUL4B"
"17863","CYP27C1"
"17864","DDX5"
"17865","DNAJC10"
"17866","DRAXIN"
"17867","ENPP5"
"17868","EP300"
"17869","ESYT2"
"17870","FGFR1OP"
"17871","FOXM1"
"17872","FSCN1"
"17873","FTO"
"17874","G3BP1"
"17875","GAS1"
"17876","GHITM"
"17877","GLUL"
"17878","GPC4"
"17879","GTF2A1"
"17880","GTPBP2"
"17881","HBP1"
"17882","HBP1"
"17883","HERC2"
"17884","HIF1A"
"17885","HIPK1"
"17886","HIPK3"
"17887","HMGA2"
"17888","HOXA9"
"17889","HSD17B12"
"17890","HTT"
"17891","IBA57"
"17892","ID2"
"17893","IFRD2"
"17894","IL24"
"17895","IL6R"
"17896","KCNH2"
"17897","KIAA1143"
"17898","KIAA1143"
"17899","KIF1B"
"17900","LACTB"
"17901","LAX1"
"17902","LCOR"
"17903","LINC00598"
"17904","LOXL2"
"17905","LRPAP1"
"17906","LRRC41"
"17907","LRRC58"
"17908","LY6G6E"
"17909","MAP2K2"
"17910","MARS1"
"17911","MED28"
"17912","MIS18A"
"17913","MLEC"
"17914","MME"
"17915","MPDU1"
"17916","MRPS25"
"17917","MTRF1L"
"17918","MTX3"
"17919","NBR1"
"17920","NCS1"
"17921","NDUFS1"
"17922","NHLRC2"
"17923","NIF3L1"
"17924","NMT1"
"17925","NOA1"
"17926","NOTCH2"
"17927","NPAS1"
"17928","NRDC"
"17929","NUMB"
"17930","NUP188"
"17931","NUP205"
"17932","OGT"
"17933","OSTM1"
"17934","PADI2"
"17935","PANK3"
"17936","PDP1"
"17937","PHF1"
"17938","PHF1"
"17939","PHF1"
"17940","PHF12"
"17941","PHLDA1"
"17942","PIKFYVE"
"17943","PLBD2"
"17944","PLCG1"
"17945","PLIN5"
"17946","PLK1"
"17947","PNRC2"
"17948","PODXL"
"17949","POFUT1"
"17950","POLR1B"
"17951","PPIA"
"17952","PPL"
"17953","RAB11B"
"17954","RAB5B"
"17955","RALBP1"
"17956","RAPH1"
"17957","RBIS"
"17958","RGS2"
"17959","RIC8A"
"17960","RMND5A"
"17961","RNF111"
"17962","RNF38"
"17963","RUFY2"
"17964","RXRB"
"17965","RXRB"
"17966","RXRB"
"17967","RXRB"
"17968","RXRB"
"17969","RXRB"
"17970","SASH1"
"17971","SEC24D"
"17972","SEMA3E"
"17973","SF3B3"
"17974","SF3B5"
"17975","SFT2D2"
"17976","SFTPB"
"17977","SH3PXD2A"
"17978","SLC16A10"
"17979","SLC25A45"
"17980","SLC31A1"
"17981","SLC35F5"
"17982","SLC43A3"
"17983","SLC4A2"
"17984","SLC6A4"
"17985","SLC7A1"
"17986","SMOC2"
"17987","SNRPD3"
"17988","SOCS7"
"17989","SOCS7"
"17990","SOD2"
"17991","SON"
"17992","SRSF11"
"17993","SRSF9"
"17994","SSBP2"
"17995","STAT2"
"17996","SUB1"
"17997","SYNE2"
"17998","TACO1"
"17999","TAPBP"
"18000","TBP"
"18001","TCERG1"
"18002","TCF7L2"
"18003","TECPR1"
"18004","THAP12"
"18005","THBS1"
"18006","THBS2"
"18007","THEM6"
"18008","THUMPD1"
"18009","TM2D2"
"18010","TMBIM6"
"18011","TMEM123"
"18012","TMEM63A"
"18013","TMPPE"
"18014","TNRC6B"
"18015","TOR4A"
"18016","TP53INP1"
"18017","TRIM25"
"18018","TUBB6"
"18019","UBAP2L"
"18020","UBE2D4"
"18021","UQCRFS1"
"18022","USP9X"
"18023","VGLL3"
"18024","VGLL4"
"18025","VPS8"
"18026","WDR74"
"18027","WDR82"
"18028","XPO5"
"18029","XPO7"
"18030","ZBTB24"
"18031","ZFAND5"
"18032","ZNF221"
"18033","ZNF483"
"18034","AASDHPPT"
"18035","ACER2"
"18036","ACTR1B"
"18037","AFF4"
"18038","AMMECR1L"
"18039","AOX1"
"18040","AP1G1"
"18041","ARL15"
"18042","ARL6IP1"
"18043","ATF7IP"
"18044","ATP5MPL"
"18045","BAZ2A"
"18046","BIRC5"
"18047","BLOC1S6"
"18048","BMP2K"
"18049","BRWD1"
"18050","BZW1"
"18051","C1orf147"
"18052","CAV2"
"18053","CCDC59"
"18054","CCDC80"
"18055","CDK17"
"18056","CEP55"
"18057","CITED2"
"18058","CLIP1"
"18059","COL4A5"
"18060","CREBZF"
"18061","DDAH1"
"18062","DDIT4"
"18063","DYRK3"
"18064","E2F2"
"18065","E2F2"
"18066","EFHD2"
"18067","EGR1"
"18068","EMP1"
"18069","ERGIC3"
"18070","ERLEC1"
"18071","ETNK1"
"18072","F3"
"18073","FBN1"
"18074","FGF2"
"18075","FMC1-LUC7L2"
"18076","FOXK2"
"18077","FST"
"18078","FXN"
"18079","G3BP1"
"18080","GGA3"
"18081","GLOD4"
"18082","GOLGA8B"
"18083","GOLIM4"
"18084","H2AZ2"
"18085","H2BC12"
"18086","HAS3"
"18087","HDGF"
"18088","HEG1"
"18089","HGS"
"18090","HLA-B"
"18091","HLA-B"
"18092","HLA-B"
"18093","HLA-B"
"18094","HLA-B"
"18095","HLA-B"
"18096","HNRNPF"
"18097","HSD17B12"
"18098","HSPD1"
"18099","IBTK"
"18100","ID2"
"18101","IFI16"
"18102","IL31RA"
"18103","KCMF1"
"18104","KCTD12"
"18105","KHNYN"
"18106","KMT2A"
"18107","LASP1"
"18108","LINC00346"
"18109","LITAF"
"18110","LMNB1"
"18111","LUC7L2"
"18112","MAP9"
"18113","MBNL1"
"18114","MCCC2"
"18115","MCCC2"
"18116","MCCC2"
"18117","MED17"
"18118","MID1"
"18119","MLF2"
"18120","MTHFD2"
"18121","MTRF1L"
"18122","MYO10"
"18123","MYO9A"
"18124","NACC2"
"18125","NDUFS8"
"18126","NFE2L2"
"18127","NOL10"
"18128","OCIAD2"
"18129","ODR4"
"18130","PAIP1"
"18131","PHF8"
"18132","PLK2"
"18133","PMAIP1"
"18134","PNRC1"
"18135","PPP1R1C"
"18136","PRPF40A"
"18137","PSMB9"
"18138","PTBP3"
"18139","PTPRJ"
"18140","RAB5C"
"18141","RAD23B"
"18142","RGMB"
"18143","RGS17"
"18144","RIMS3"
"18145","SDC4"
"18146","SEC13"
"18147","SEC24A"
"18148","SGPL1"
"18149","SKI"
"18150","SLC16A1"
"18151","SLC16A1"
"18152","SLC25A3"
"18153","SNRNP48"
"18154","SOD2"
"18155","SOD2"
"18156","STC2"
"18157","STK4"
"18158","STMN1"
"18159","SYNGR2"
"18160","TAB2"
"18161","TAF1D"
"18162","TEX9"
"18163","TMEM104"
"18164","TMEM18"
"18165","TMEM30A"
"18166","TRAF7"
"18167","TRIM25"
"18168","TRIM72"
"18169","TRMT10B"
"18170","TRRAP"
"18171","TXNIP"
"18172","UBTD1"
"18173","UCK2"
"18174","UNC5C"
"18175","UTP20"
"18176","VEZF1"
"18177","VTA1"
"18178","WNK2"
"18179","XRN2"
"18180","ZDHHC24"
"18181","ZFP91"
"18182","ZNF384"
"18183","ZNF391"
"18184","ZNF585B"
"18185","ZXDB"
"18186",""
"18187","ABI2"
"18188","ABLIM1"
"18189","ACSF2"
"18190","ACVR2B"
"18191","ACVRL1"
"18192","ADAM12"
"18193","ADCY3"
"18194","ADNP2"
"18195","AKT1"
"18196","AL713999.1"
"18197","ALDH1A3"
"18198","ALG10"
"18199","AMBRA1"
"18200","ANKFY1"
"18201","ANKHD1-EIF4EBP3"
"18202","ANKLE2"
"18203","ANKRD12"
"18204","ANKRD17"
"18205","ANKS6"
"18206","ANO4"
"18207","ANXA11"
"18208","APBB2"
"18209","ARF3"
"18210","ARID4B"
"18211","ARNT2"
"18212","ARRB2"
"18213","ASCC3"
"18214","ATP6AP1"
"18215","ATP9A"
"18216","AXL"
"18217","B4GALT5"
"18218","BAX"
"18219","BECN1"
"18220","BRD2"
"18221","BTBD2"
"18222","BTG2"
"18223","C16orf72"
"18224","C1orf109"
"18225","C1orf226"
"18226","C1QL1"
"18227","C21orf58"
"18228","C2CD2"
"18229","C5orf66"
"18230","CACNA1B"
"18231","CACUL1"
"18232","CAMK2N1"
"18233","CANX"
"18234","CBX3"
"18235","CBX5"
"18236","CCDC6"
"18237","CCNT2"
"18238","CCT2"
"18239","CCT5"
"18240","CCT7"
"18241","CD207"
"18242","CDC25C"
"18243","CERS2"
"18244","CIT"
"18245","CLDN1"
"18246","CLIC4"
"18247","CLPTM1"
"18248","CNIH1"
"18249","CNTLN"
"18250","CORO1C"
"18251","COX7C"
"18252","CREB1"
"18253","CREB3L2"
"18254","CSKMT"
"18255","CYTH2"
"18256","DBN1"
"18257","DDX3X"
"18258","DHX8"
"18259","DICER1"
"18260","DKC1"
"18261","DPP9"
"18262","DUS1L"
"18263","DUS2"
"18264","E2F4"
"18265","EDA2R"
"18266","EDF1"
"18267","EEF1D"
"18268","EIF1AX"
"18269","EIF4G1"
"18270","ELAVL4"
"18271","ELF3"
"18272","ELP2"
"18273","EMC10"
"18274","EMX1"
"18275","EN2"
"18276","ENAH"
"18277","EP400"
"18278","ESYT1"
"18279","EXT1"
"18280","FAM122B"
"18281","FAM135A"
"18282","FAM160B2"
"18283","FANCA"
"18284","FANCC"
"18285","FARS2"
"18286","FBXL19"
"18287","FBXO34"
"18288","FEM1C"
"18289","FGFR1"
"18290","FNDC3B"
"18291","FRMD7"
"18292","FSTL1"
"18293","GAPVD1"
"18294","GHITM"
"18295","GNB3"
"18296","GOLM1"
"18297","GPRIN3"
"18298","GPSM1"
"18299","GTPBP2"
"18300","H4-16"
"18301","H4C3"
"18302","HAS2"
"18303","HDAC5"
"18304","HIF1AN"
"18305","HLA-DRA"
"18306","HLA-DRA"
"18307","HLA-DRA"
"18308","HLA-DRA"
"18309","HLA-DRA"
"18310","HLA-DRA"
"18311","HLA-DRA"
"18312","HMGCS1"
"18313","HNRNPK"
"18314","HNRNPU"
"18315","HUWE1"
"18316","IBTK"
"18317","ICAM1"
"18318","ICMT"
"18319","IER3IP1"
"18320","IFFO2"
"18321","IGF2BP1"
"18322","IGFBP5"
"18323","IHH"
"18324","IKBKB"
"18325","IRF2BP2"
"18326","ITGB8"
"18327","JRK"
"18328","KANSL3"
"18329","KDM2A"
"18330","KDM6A"
"18331","KIAA0100"
"18332","KIF5C"
"18333","KLHL11"
"18334","KPNA6"
"18335","LAMP1"
"18336","LARP1"
"18337","LDB2"
"18338","LMNB1"
"18339","LRPPRC"
"18340","LRRC20"
"18341","LRRC59"
"18342","LRRC8D"
"18343","LYSMD1"
"18344","MAML1"
"18345","MAP4"
"18346","MARCHF9"
"18347","MAT2A"
"18348","MAZ"
"18349","MCRIP1"
"18350","MED13L"
"18351","METRN"
"18352","MID2"
"18353","MKI67"
"18354","MMGT1"
"18355","MOAP1"
"18356","MTHFD2"
"18357","MYC"
"18358","N4BP1"
"18359","NAT9"
"18360","NAV1"
"18361","NAV2"
"18362","NCKIPSD"
"18363","NCS1"
"18364","NDOR1"
"18365","NECAP1"
"18366","NEFL"
"18367","NFASC"
"18368","NFE2L1"
"18369","NME4"
"18370","NMNAT2"
"18371","NOLC1"
"18372","NPB"
"18373","NUCKS1"
"18374","NUFIP2"
"18375","NUP214"
"18376","NUP62"
"18377","OAS2"
"18378","OGFR"
"18379","OGG1"
"18380","OXR1"
"18381","PAFAH1B2"
"18382","PALM2AKAP2"
"18383","PATJ"
"18384","PAXIP1"
"18385","PDE3A"
"18386","PELI1"
"18387","PFKL"
"18388","PGRMC2"
"18389","PHB"
"18390","PHIP"
"18391","PHLDA3"
"18392","PIGO"
"18393","PIP4K2B"
"18394","PLCD3"
"18395","PLGRKT"
"18396","PLRG1"
"18397","PLSCR1"
"18398","PLXNA1"
"18399","PNPLA7"
"18400","POGZ"
"18401","POMGNT1"
"18402","PPP1R12B"
"18403","PPP1R9B"
"18404","PPRC1"
"18405","PREP"
"18406","PRKDC"
"18407","PRMT6"
"18408","PTPN18"
"18409","PTPN9"
"18410","RAB40C"
"18411","RANBP2"
"18412","RANGAP1"
"18413","RASD2"
"18414","RBM15"
"18415","RERE"
"18416","RFT1"
"18417","RGS16"
"18418","RND3"
"18419","RNF141"
"18420","RNF149"
"18421","RNF213"
"18422","RNF24"
"18423","ROBO2"
"18424","RPL23A"
"18425","RRP8"
"18426","RSBN1"
"18427","SCML2"
"18428","SDF2L1"
"18429","SENP6"
"18430","SESN2"
"18431","SH3TC2"
"18432","SIN3A"
"18433","SKIV2L"
"18434","SLC17A5"
"18435","SLC1A5"
"18436","SLC23A1"
"18437","SLC25A22"
"18438","SLC39A14"
"18439","SLC39A8"
"18440","SLCO4C1"
"18441","SLFN5"
"18442","SLIT1"
"18443","SNX9"
"18444","SOCS7"
"18445","SOCS7"
"18446","SOGA1"
"18447","SRRD"
"18448","STAG2"
"18449","STC2"
"18450","SUN1"
"18451","SYNCRIP"
"18452","TALDO1"
"18453","TAOK2"
"18454","TBRG1"
"18455","TCEANC"
"18456","TJAP1"
"18457","TMEM127"
"18458","TMEM131"
"18459","TMEM189-UBE2V1"
"18460","TMEM189"
"18461","TMEM30B"
"18462","TMEM50A"
"18463","TNFRSF11B"
"18464","TNS1"
"18465","TOR1B"
"18466","TPR"
"18467","TRAFD1"
"18468","TRANK1"
"18469","TRAPPC1"
"18470","TRIM28"
"18471","TRIM5"
"18472","TRIM71"
"18473","TRIM8"
"18474","TRMT10C"
"18475","TULP4"
"18476","TXLNA"
"18477","UBE2G1"
"18478","UBE2V1"
"18479","UCHL1"
"18480","UGP2"
"18481","UNC45A"
"18482","URB2"
"18483","VKORC1L1"
"18484","VNN1"
"18485","VPS37B"
"18486","WDR82"
"18487","WEE1"
"18488","WWTR1"
"18489","XPO7"
"18490","XPOT"
"18491","ZBTB10"
"18492","ZC3H4"
"18493","ZCCHC14"
"18494","ZCCHC3"
"18495","ZDHHC6"
"18496","ZHX1"
"18497","ZMAT3"
"18498","ZNF117"
"18499","ZNF207"
"18500","ZNF235"
"18501","ZNF277"
"18502","ZNF317"
"18503","ZNF426"
"18504","ZNF430"
"18505","ZNF431"
"18506","ZNF507"
"18507","ZNF580"
"18508","ZNF681"
"18509","ZNF708"
"18510","ZNF714"
"18511","ZNF730"
"18512","ZNF740"
"18513","ZNF85"
"18514","ZNF92"
"18515","ZSCAN16"
"18516","AP1S1"
"18517","ARID1A"
"18518","ARPP19"
"18519","ARSD"
"18520","B3GAT2"
"18521","BDP1"
"18522","BDP1"
"18523","BDP1"
"18524","CD1D"
"18525","CHRNB1"
"18526","CHRNB1"
"18527","CIAO1"
"18528","COL13A1"
"18529","DARS1"
"18530","DYNLL2"
"18531","EPHA2"
"18532","FAM214B"
"18533","GNG12"
"18534","GSKIP"
"18535","GTF3C4"
"18536","H6PD"
"18537","IFRD1"
"18538","KLHL3"
"18539","LATS2"
"18540","LONP2"
"18541","LRIF1"
"18542","LRRC40"
"18543","MAP2K7"
"18544","MAP3K3"
"18545","MAU2"
"18546","MAVS"
"18547","MED29"
"18548","MLXIP"
"18549","MLXIP"
"18550","MTRNR2L8"
"18551","MYH11"
"18552","MYH11"
"18553","NAA20"
"18554","NANOS1"
"18555","NLN"
"18556","NXPE3"
"18557","OARD1"
"18558","PAGR1"
"18559","PCSK9"
"18560","PGAM5"
"18561","PPIC"
"18562","PRDM10"
"18563","PRKX"
"18564","PRORP"
"18565","PRR11"
"18566","PTPN14"
"18567","RAD23B"
"18568","RAD50"
"18569","RANGAP1"
"18570","RB1"
"18571","RBBP6"
"18572","RCAN1"
"18573","REPIN1"
"18574","SEC14L5"
"18575","SLC2A14"
"18576","SLC49A4"
"18577","SLC4A1"
"18578","TEX22"
"18579","TFAM"
"18580","TFDP2"
"18581","TIMM50"
"18582","TKFC"
"18583","TMEM109"
"18584","TMEM120B"
"18585","TRIM25"
"18586","TRUB2"
"18587","TSKU"
"18588","UBE4B"
"18589","USP22"
"18590","UTP4"
"18591","UTP4"
"18592","ZFP14"
"18593","ZNF546"
"18594","ZNF546"
"18595","ZNF609"
"18596","ZNF622"
"18597","ABCG8"
"18598","ABHD14A-ACY1"
"18599","ABLIM1"
"18600","ACACA"
"18601","ACACA"
"18602","ACTN4"
"18603","ACTR2"
"18604","ADCY6"
"18605","ADGRL1"
"18606","ADGRL1"
"18607","ADO"
"18608","AGO2"
"18609","AHDC1"
"18610","AHNAK"
"18611","AKR1A1"
"18612","ALKBH5"
"18613","AMER2"
"18614","ANAPC15"
"18615","ANKIB1"
"18616","AP1S1"
"18617","APCDD1"
"18618","ARF3"
"18619","ARFGEF2"
"18620","ARHGAP21"
"18621","ARHGEF9"
"18622","ARIH1"
"18623","ARL6IP4"
"18624","ARMH3"
"18625","ARSD"
"18626","ARSK"
"18627","ASB16"
"18628","ASXL1"
"18629","ATG16L1"
"18630","ATP9A"
"18631","ATXN1L"
"18632","ATXN7L3"
"18633","ATXN7L3B"
"18634","B3GNT2"
"18635","B4GALT1"
"18636","B4GALT3"
"18637","BBS5"
"18638","BCAP31"
"18639","BCAS4"
"18640","BCL2"
"18641","BCL2L1"
"18642","BRD2"
"18643","BRPF3"
"18644","BRSK2"
"18645","BTG2"
"18646","C1orf229"
"18647","C20orf27"
"18648","C5orf24"
"18649","C6orf132"
"18650","C9orf62"
"18651","CACFD1"
"18652","CACFD1"
"18653","CALM1"
"18654","CALML3"
"18655","CALR"
"18656","CAMLG"
"18657","CANT1"
"18658","CAPN15"
"18659","CAPN15"
"18660","CARM1"
"18661","CBX6"
"18662","CBX8"
"18663","CC2D1B"
"18664","CCT7"
"18665","CD151"
"18666","CD276"
"18667","CD84"
"18668","CDC42SE1"
"18669","CDCP1"
"18670","CDH5"
"18671","CDK12"
"18672","CDK2AP2"
"18673","CDK5R1"
"18674","CDKN1A"
"18675","CDNF"
"18676","CELF1"
"18677","CELSR3"
"18678","CENPX"
"18679","CES2"
"18680","CFAP77"
"18681","CFL1"
"18682","CHCHD10"
"18683","CHCHD10"
"18684","CHD2"
"18685","CHD7"
"18686","CHSY1"
"18687","CLCN5"
"18688","CLK2"
"18689","CNOT6"
"18690","COL13A1"
"18691","CPE"
"18692","CPLX1"
"18693","CPNE5"
"18694","CPT1B"
"18695","CREBRF"
"18696","CREBZF"
"18697","CRTAP"
"18698","CSF1"
"18699","CSNK1D"
"18700","CTDSP2"
"18701","CTNNB1"
"18702","CYCS"
"18703","CYP20A1"
"18704","DARS1"
"18705","DCUN1D3"
"18706","DGKD"
"18707","DGKH"
"18708","DHCR7"
"18709","DHTKD1"
"18710","DICER1"
"18711","DLX3"
"18712","DPH2"
"18713","DPM2"
"18714","DPPA4"
"18715","DPYSL5"
"18716","DTX2"
"18717","DTX2"
"18718","DVL3"
"18719","DYNC1H1"
"18720","DYNC1LI2"
"18721","DYNLL2"
"18722","EDAR"
"18723","EEF1A1"
"18724","EEF1D"
"18725","EFR3A"
"18726","EGLN3"
"18727","EIF2AK1"
"18728","EIF3L"
"18729","ELFN2"
"18730","ELP6"
"18731","ENG"
"18732","EP300"
"18733","ERBB2"
"18734","ERCC6L"
"18735","EXOSC2"
"18736","FAM131B"
"18737","FBXL14"
"18738","FBXO31"
"18739","FBXO41"
"18740","FKBP8"
"18741","FN3K"
"18742","FOLR1"
"18743","FOSL2"
"18744","FOXJ3"
"18745","FSCN1"
"18746","FUT10"
"18747","FZD7"
"18748","FZR1"
"18749","GAN"
"18750","GAPDH"
"18751","GATAD2B"
"18752","GBF1"
"18753","GFER"
"18754","GJB1"
"18755","GLG1"
"18756","GLOD4"
"18757","GLYR1"
"18758","GMDS"
"18759","GNAI2"
"18760","GNL1"
"18761","GNL1"
"18762","GNL1"
"18763","GNL1"
"18764","GNL1"
"18765","GNL1"
"18766","GNL1"
"18767","GNL1"
"18768","GORASP2"
"18769","GPALPP1"
"18770","GPATCH2"
"18771","GPR107"
"18772","GPR137"
"18773","GPR20"
"18774","GPR20"
"18775","GRB10"
"18776","GRPEL1"
"18777","GTF3C1"
"18778","GTF3C4"
"18779","GXYLT2"
"18780","H2BC21"
"18781","H4C5"
"18782","HAND1"
"18783","HCN2"
"18784","HDLBP"
"18785","HERC1"
"18786","HERPUD1"
"18787","HEYL"
"18788","HIC2"
"18789","HIF1AN"
"18790","HIPK1"
"18791","HIVEP3"
"18792","HMGA1"
"18793","HNMT"
"18794","HNRNPUL1"
"18795","HOXC10"
"18796","HOXC4"
"18797","HOXD3"
"18798","HSPB8"
"18799","HUWE1"
"18800","ID3"
"18801","ID3"
"18802","IFITM3"
"18803","IFNAR2"
"18804","IGF1R"
"18805","IL31RA"
"18806","IP6K1"
"18807","IRAK4"
"18808","ITM2B"
"18809","ITM2C"
"18810","ITPK1"
"18811","ITPRIPL2"
"18812","JADE2"
"18813","JPT2"
"18814","JTB"
"18815","KCNK3"
"18816","KCNK5"
"18817","KDM2A"
"18818","KDM6B"
"18819","KHNYN"
"18820","KIAA0513"
"18821","KIAA1549"
"18822","KLF13"
"18823","KLF13"
"18824","KLHDC10"
"18825","KLLN"
"18826","KLLN"
"18827","KMT2D"
"18828","KRT80"
"18829","LANCL2"
"18830","LFNG"
"18831","LHPP"
"18832","LIMK1"
"18833","LMX1B"
"18834","LNPK"
"18835","LONRF2"
"18836","LRATD2"
"18837","LRP10"
"18838","LZTR1"
"18839","MAF1"
"18840","MAFK"
"18841","MAGED2"
"18842","MAGI3"
"18843","MAP1LC3B"
"18844","MAP2K7"
"18845","MAP4"
"18846","MAP7D1"
"18847","MAPKAPK2"
"18848","MARCKS"
"18849","MBD4"
"18850","MBD6"
"18851","MBOAT7"
"18852","MCM5"
"18853","MDK"
"18854","MED1"
"18855","MEF2D"
"18856","MEX3A"
"18857","MEX3C"
"18858","MGLL"
"18859","MIDN"
"18860","MLF2"
"18861","MLLT1"
"18862","MLLT6"
"18863","MLXIP"
"18864","MLXIP"
"18865","MMS22L"
"18866","MNT"
"18867","MORN4"
"18868","MPP7"
"18869","MRPL15"
"18870","MRPL27"
"18871","MRPL34"
"18872","MTHFSD"
"18873","MTMR12"
"18874","MYH15"
"18875","MYO10"
"18876","MYO9A"
"18877","N4BP3"
"18878","NAA20"
"18879","NACC1"
"18880","NACC2"
"18881","NAV1"
"18882","NBPF11"
"18883","NCALD"
"18884","NCKAP1"
"18885","NCOA6"
"18886","NCR3LG1"
"18887","NDRG1"
"18888","NDUFB4"
"18889","NECTIN4"
"18890","NF2"
"18891","NFATC3"
"18892","NFE2L1"
"18893","NFIC"
"18894","NIPSNAP1"
"18895","NKPD1"
"18896","NOTCH2"
"18897","NOTCH3"
"18898","NSD1"
"18899","NSUN2"
"18900","NSUN4"
"18901","NUDT21"
"18902","NUFIP2"
"18903","OTUB1"
"18904","PABPN1"
"18905","PACSIN1"
"18906","PAX2"
"18907","PBX1"
"18908","PCCB"
"18909","PDAP1"
"18910","PDE3A"
"18911","PDHA1"
"18912","PDLIM1"
"18913","PDP2"
"18914","PGAM1"
"18915","PGAM4"
"18916","PGPEP1"
"18917","PHF12"
"18918","PHIP"
"18919","PIGU"
"18920","PIK3R3"
"18921","PIKFYVE"
"18922","PIM1"
"18923","PIP4K2A"
"18924","PITPNM3"
"18925","PKD1"
"18926","PLA2G4A"
"18927","PLAAT3"
"18928","PLPPR2"
"18929","PLXNA1"
"18930","PMPCB"
"18931","PNMA8B"
"18932","POLR1A"
"18933","POLR2A"
"18934","POLR2F"
"18935","POM121C"
"18936","POU3F1"
"18937","POU3F3"
"18938","POU4F1"
"18939","PPM1H"
"18940","PPP1R14A"
"18941","PPP1R15B"
"18942","PPP1R9B"
"18943","PPP2R3A"
"18944","PPP3R1"
"18945","PPP4C"
"18946","PPP4R1"
"18947","PPRC1"
"18948","PRAG1"
"18949","PRICKLE4"
"18950","PRRC2B"
"18951","PRSS8"
"18952","PSMD3"
"18953","PSMD7"
"18954","PSME3"
"18955","PTGES2"
"18956","PTMS"
"18957","PTP4A2"
"18958","PTPN14"
"18959","PTPN9"
"18960","PXDC1"
"18961","RAB15"
"18962","RAB1B"
"18963","RAB3B"
"18964","RAC1"
"18965","RAD51"
"18966","RAD54L2"
"18967","RAI1"
"18968","RAP2A"
"18969","RBM12"
"18970","RBM23"
"18971","RBM38"
"18972","RERE"
"18973","RESF1"
"18974","RGMB"
"18975","RNF157"
"18976","RPAP1"
"18977","RPL14"
"18978","RPL36"
"18979","RPL37A"
"18980","S100A2"
"18981","SAC3D1"
"18982","SAMD10"
"18983","SAR1B"
"18984","SARS1"
"18985","SATB1"
"18986","SBNO1"
"18987","SDF4"
"18988","SEC16A"
"18989","SEC24C"
"18990","SEL1L"
"18991","SELENON"
"18992","SENP5"
"18993","SESN2"
"18994","SETD1B"
"18995","SF1"
"18996","SFN"
"18997","SHMT2"
"18998","SIAH2"
"18999","SIRPG"
"19000","SLC12A7"
"19001","SLC18B1"
"19002","SLC1A5"
"19003","SLC25A22"
"19004","SLC29A1"
"19005","SLC2A13"
"19006","SLC30A7"
"19007","SLC35A5"
"19008","SLC35C2"
"19009","SLC38A1"
"19010","SLC38A2"
"19011","SLC38A4"
"19012","SLC39A1"
"19013","SLC39A9"
"19014","SLC50A1"
"19015","SLC7A8"
"19016","SLC9A3R2"
"19017","SLC9A7"
"19018","SLFN12L"
"19019","SMARCB1"
"19020","SMARCC2"
"19021","SMARCD1"
"19022","SMC4"
"19023","SMG5"
"19024","SMG8"
"19025","SMPD4"
"19026","SNW1"
"19027","SOGA1"
"19028","SOX11"
"19029","SP2"
"19030","SPATA2"
