"","x"
"4373","USP37"
"4374","USP6NL"
"4375","VASP"
"4376","VAV3"
"4377","VCPKMT"
"4378","VPS53"
"4379","VPS53"
"4380","WASL"
"4381","WDR6"
"4382","WDTC1"
"4383","WIPI2"
"4384","WNK1"
"4385","XRN2"
"4386","XRRA1"
"4387","YAP1"
"4388","YY1AP1"
"4389","ZBTB37"
"4390","ZBTB40"
"4391","ZBTB5"
"4392","ZBTB8A"
"4393","ZCCHC2"
"4394","ZFP1"
"4395","ZFP1"
"4396","ZMPSTE24"
"4397","ZMYM4"
"4398","ZNF10"
"4399","ZNF117"
"4400","ZNF195"
"4401","ZNF215"
"4402","ZNF264"
"4403","ZNF280B"
"4404","ZNF286B"
"4405","ZNF354C"
"4406","ZNF394"
"4407","ZNF415"
"4408","ZNF433"
"4409","ZNF440"
"4410","ZNF460"
"4411","ZNF468"
"4412","ZNF507"
"4413","ZNF525"
"4414","ZNF543"
"4415","ZNF544"
"4416","ZNF584"
"4417","ZNF611"
"4418","ZNF625"
"4419","ZNF629"
"4420","ZNF669"
"4421","ZNF768"
"4422","ZNF772"
"4423","ZNF791"
"4424","ZNF844"
"4425","ZNF844"
"4426","ZNF846"
"4427","ZSWIM4"
"4428","ZSWIM9"
"4429",""
"4430",""
"4431",""
"4432",""
"4433","ABCC5"
"4434","AC012123.1"
"4435","AC022826.2"
"4436","AC092279.1"
"4437","ACACA"
"4438","ACACA"
"4439","ACSL4"
"4440","ADAM22"
"4441","ADNP"
"4442","ADNP2"
"4443","ADPRHL1"
"4444","AEBP2"
"4445","AGBL2"
"4446","AHCYL2"
"4447","AHRR"
"4448","AK4"
"4449","AKR1B10"
"4450","AKT2"
"4451","ALAS1"
"4452","ALCAM"
"4453","ALDH9A1"
"4454","ALDOA"
"4455","AMMECR1"
"4456","ANKFY1"
"4457","ANKRD13C"
"4458","ANKRD40"
"4459","ANKRD42"
"4460","ANKRD44"
"4461","ANKRD50"
"4462","ANLN"
"4463","AP3B1"
"4464","AP3S2"
"4465","AP4B1"
"4466","APC"
"4467","APOBEC3C"
"4468","ARCN1"
"4469","ARG2"
"4470","ARID5B"
"4471","ARL5A"
"4472","ARL5B"
"4473","ARMCX2"
"4474","ARPC1A"
"4475","ARPC1B"
"4476","ARRDC3"
"4477","ASB7"
"4478","ASCC3"
"4479","ASH1L"
"4480","ASPM"
"4481","ATF2"
"4482","ATF5"
"4483","ATF7IP"
"4484","ATG16L1"
"4485","ATG16L1"
"4486","ATG3"
"4487","ATG7"
"4488","ATG9A"
"4489","ATM"
"4490","ATP1B1"
"4491","ATP2B1"
"4492","ATXN1"
"4493","ATXN1L"
"4494","ATXN3"
"4495","AZF1"
"4496","BAK1"
"4497","BAZ2A"
"4498","BCL10"
"4499","BCLAF1"
"4500","BIRC6"
"4501","BMPR2"
"4502","BNC2"
"4503","BPTF"
"4504","BRD8"
"4505","BRIX1"
"4506","BRK1"
"4507","BTBD7"
"4508","BTBD7"
"4509","BTG2"
"4510","BTN2A2"
"4511","BTNL9"
"4512","C11orf54"
"4513","C11orf74"
"4514","C16orf72"
"4515","C2"
"4516","C2"
"4517","C2"
"4518","C2"
"4519","C2"
"4520","C2"
"4521","C5orf51"
"4522","C6orf47"
"4523","CA11"
"4524","CAAP1"
"4525","CALCOCO1"
"4526","CALM1"
"4527","CALR"
"4528","CAP1"
"4529","CAPRIN1"
"4530","CAPZB"
"4531","CASK"
"4532","CASP8"
"4533","CAST"
"4534","CBLN3"
"4535","CBX2"
"4536","CBY1"
"4537","CC2D1B"
"4538","CCDC28B"
"4539","CCDC47"
"4540","CCN1"
"4541","CCNE1"
"4542","CCNG1"
"4543","CCR6"
"4544","CD47"
"4545","CDC14B"
"4546","CDC25C"
"4547","CELF2"
"4548","CENPK"
"4549","CEP192"
"4550","CEP350"
"4551","CEP97"
"4552","CERS6"
"4553","CFL2"
"4554","CFLAR"
"4555","CHD1"
"4556","CHERP"
"4557","CHGB"
"4558","CHID1"
"4559","CHM"
"4560","CHMP7"
"4561","CHRNA6"
"4562","CHST1"
"4563","CHST11"
"4564","CIITA"
"4565","CITED2"
"4566","CKAP2"
"4567","CLCN5"
"4568","CLDN12"
"4569","CLDND1"
"4570","CLIC2"
"4571","CMPK1"
"4572","CNBP"
"4573","CNN3"
"4574","CNOT4"
"4575","COG3"
"4576","COP1"
"4577","COPS7A"
"4578","CPEB2"
"4579","CPOX"
"4580","CPS1"
"4581","CREB5"
"4582","CRK"
"4583","CS"
"4584","CSDE1"
"4585","CSE1L"
"4586","CSNK1E"
"4587","CSNK1G3"
"4588","CSRP2"
"4589","CTNND1"
"4590","CTTN"
"4591","CUL5"
"4592","CUX1"
"4593","CXADR"
"4594","CYB5B"
"4595","CYP2R1"
"4596","DCAF10"
"4597","DCAF12"
"4598","DCAF16"
"4599","DCBLD2"
"4600","DCP1A"
"4601","DCTN2"
"4602","DCUN1D4"
"4603","DDHD1"
"4604","DDX17"
"4605","DDX39B"
"4606","DDX39B"
"4607","DDX39B"
"4608","DDX39B"
"4609","DDX39B"
"4610","DDX39B"
"4611","DDX39B"
"4612","DDX39B"
"4613","DEPDC1"
"4614","DGKH"
"4615","DGS2"
"4616","DHX57"
"4617","DIAPH2"
"4618","DICER1"
"4619","DIP2A"
"4620","DIS3"
"4621","DMTF1"
"4622","DNAAF2"
"4623","DNAJB6"
"4624","DOCK6"
"4625","DOT1L"
"4626","DUSP16"
"4627","DUSP7"
"4628","DYRK1A"
"4629","DYRK3"
"4630","E2F2"
"4631","E2F5"
"4632","ECHDC1"
"4633","ECT2"
"4634","EDRF1"
"4635","EEF1A1"
"4636","EEF2K"
"4637","EEF2K"
"4638","EGR2"
"4639","EI24"
"4640","EIF2A"
"4641","EIF2AK2"
"4642","EIF2S1"
"4643","EIF3B"
"4644","EIF3E"
"4645","EIF3L"
"4646","EIF4E"
"4647","EIF4G3"
"4648","EIF5"
"4649","EIF5AL1"
"4650","EIF5B"
"4651","ELF1"
"4652","ELK3"
"4653","ELOA"
"4654","EML4"
"4655","ENPP4"
"4656","EP400"
"4657","EPHA2"
"4658","ERO1A"
"4659","ERP44"
"4660","ESR1"
"4661","ETFRF1"
"4662","EVI5"
"4663","EXOSC2"
"4664","FAM102A"
"4665","FAM114A1"
"4666","FAM13A"
"4667","FAM160B1"
"4668","FAM216A"
"4669","FAM218A"
"4670","FAM241A"
"4671","FAM83D"
"4672","FAT1"
"4673","FBF1"
"4674","FBXO28"
"4675","FBXO7"
"4676","FBXO8"
"4677","FGFR1OP"
"4678","FICD"
"4679","FIGNL1"
"4680","FITM2"
"4681","FKBP11"
"4682","FKBP14"
"4683","FKBP2"
"4684","FLT1"
"4685","FMR1"
"4686","FNDC3B"
"4687","FNIP2"
"4688","FOCAD"
"4689","FOXF2"
"4690","FOXK2"
"4691","FREM1"
"4692","FRMD4A"
"4693","FRS2"
"4694","FSTL5"
"4695","GAB1"
"4696","GAN"
"4697","GATC"
"4698","GATD3A"
"4699","GCNT2"
"4700","GFI1"
"4701","GFPT1"
"4702","GID4"
"4703","GIGYF1"
"4704","GINS2"
"4705","GLCCI1"
"4706","GLCE"
"4707","GLDC"
"4708","GLMP"
"4709","GLT8D1"
"4710","GMPPA"
"4711","GNB2"
"4712","GNPNAT1"
"4713","GOLGA4"
"4714","GOLM1"
"4715","GOLT1B"
"4716","GPAT4"
"4717","GPR180"
"4718","GRK4"
"4719","GRTP1"
"4720","GSK3A"
"4721","GTF2H1"
"4722","GTF3C4"
"4723","GUCY1B1"
"4724","H2BC21"
"4725","H2BC5"
"4726","H3-5"
"4727","HCFC1"
"4728","HCFC2"
"4729","HCLS1"
"4730","HEBP2"
"4731","HECW2"
"4732","HELLS"
"4733","HERPUD1"
"4734","HIBCH"
"4735","HIP1"
"4736","HIPK1"
"4737","HIPK3"
"4738","HMGA2"
"4739","HMGB1"
"4740","HNRNPA2B1"
"4741","HNRNPC"
"4742","HNRNPD"
"4743","HNRNPL"
"4744","HNRNPR"
"4745","HOXA10"
"4746","HOXA7"
"4747","HOXA9"
"4748","HS2ST1"
"4749","HSD17B12"
"4750","HSD17B4"
"4751","HSDL1"
"4752","HSFY1"
"4753","HSFY2"
"4754","HSPA1B"
"4755","HSPA1B"
"4756","HSPA1B"
"4757","HSPA1B"
"4758","HUWE1"
"4759","ICK"
"4760","IDH1"
"4761","IDI1"
"4762","IFI30"
"4763","IFNAR2"
"4764","IL1A"
"4765","IL6"
"4766","IL6ST"
"4767","ILF2"
"4768","ILF3"
"4769","INPP5F"
"4770","INTS7"
"4771","IPO11"
"4772","IPO7"
"4773","IRF1"
"4774","IRF4"
"4775","ITGA8"
"4776","ITGB8"
"4777","JAK3"
"4778","JMY"
"4779","JUNB"
"4780","KAT2B"
"4781","KAT6A"
"4782","KAT7"
"4783","KBTBD2"
"4784","KCNJ14"
"4785","KCTD13"
"4786","KCTD7"
"4787","KDELR1"
"4788","KDELR2"
"4789","KDM3B"
"4790","KDM5C"
"4791","KHSRP"
"4792","KIAA0232"
"4793","KIAA0319L"
"4794","KIF1C"
"4795","KIF5A"
"4796","KLF13"
"4797","KLF4"
"4798","KLHL20"
"4799","KLHL24"
"4800","KMT2D"
"4801","KNTC1"
"4802","KRIT1"
"4803","KTI12"
"4804","KTN1"
"4805","LAMC1"
"4806","LAMP2"
"4807","LAP3"
"4808","LATS1"
"4809","LCORL"
"4810","LENG8"
"4811","LIN7C"
"4812","LINC00598"
"4813","LIPA"
"4814","LITAF"
"4815","LMAN1"
"4816","LMBRD2"
"4817","LMO4"
"4818","LOX"
"4819","LPP"
"4820","LRP8"
"4821","LRRC1"
"4822","LRRC32"
"4823","LRRC47"
"4824","LRRC59"
"4825","LXN"
"4826","LYN"
"4827","LYRM4"
"4828","LYST"
"4829","MAMDC2"
"4830","MAML2"
"4831","MAN1A1"
"4832","MAPK13"
"4833","MAPK6"
"4834","MAPK8IP3"
"4835","MARCHF7"
"4836","MARCHF8"
"4837","MARCKS"
"4838","MCC"
"4839","MDM2"
"4840","ME1"
"4841","MEDAG"
"4842","MEF2A"
"4843","MEF2D"
"4844","MEGF9"
"4845","MELK"
"4846","MEPCE"
"4847","METAP2"
"4848","MFHAS1"
"4849","MFSD10"
"4850","MFSD3"
"4851","MFSD8"
"4852","MGAT4A"
"4853","MGLL"
"4854","MIER1"
"4855","MINPP1"
"4856","MLXIP"
"4857","MOB4"
"4858","MON1B"
"4859","MPC2"
"4860","MPLKIP"
"4861","MRTFB"
"4862","MSANTD4"
"4863","MSH6"
"4864","MT-ATP6"
"4865","MT-CO2"
"4866","MT-ND1"
"4867","MT-ND2"
"4868","MT-ND4"
"4869","MT-ND5"
"4870","MTFR1"
"4871","MTHFR"
"4872","MTIF3"
"4873","MTMR2"
"4874","MTMR9"
"4875","MTMR9"
"4876","MTREX"
"4877","MUSK"
"4878","MYH9"
"4879","MYO1C"
"4880","NAA15"
"4881","NAXD"
"4882","NBPF3"
"4883","NCK2"
"4884","NDUFA5"
"4885","NDUFV3"
"4886","NELFB"
"4887","NETO2"
"4888","NF1"
"4889","NFATC2IP"
"4890","NFIA"
"4891","NFIB"
"4892","NHLRC2"
"4893","NIN"
"4894","NINJ2"
"4895","NLN"
"4896","NME1"
"4897","NOL4L"
"4898","NOP10"
"4899","NPLOC4"
"4900","NR1D2"
"4901","NR2C2"
"4902","NR3C1"
"4903","NRROS"
"4904","NSD3"
"4905","NSDHL"
"4906","NT5DC2"
"4907","NUCKS1"
"4908","NUDT8"
"4909","NUFIP2"
"4910","NUP205"
"4911","NUP210"
"4912","NUP58"
"4913","OAS3"
"4914","OGFOD1"
"4915","OSBPL8"
"4916","OST4"
"4917","OTUD4"
"4918","OTULINL"
"4919","OXR1"
"4920","P4HA1"
"4921","PABPN1"
"4922","PACRGL"
"4923","PAFAH1B2"
"4924","PANK3"
"4925","PARP1"
"4926","PARP2"
"4927","PATZ1"
"4928","PBX1"
"4929","PCDH10"
"4930","PCDHB15"
"4931","PCGF3"
"4932","PCMTD1"
"4933","PCMTD2"
"4934","PCSK1"
"4935","PDE7A"
"4936","PDIK1L"
"4937","PDLIM1"
"4938","PDSS2"
"4939","PDZD11"
"4940","PDZD8"
"4941","PEA15"
"4942","PELI1"
"4943","PEX26"
"4944","PFKM"
"4945","PHACTR1"
"4946","PHF12"
"4947","PHIP"
"4948","PHLDB2"
"4949","PIAS2"
"4950","PIK3CD"
"4951","PIK3CG"
"4952","PIK3R2"
"4953","PIK3R5"
"4954","PIK3R6"
"4955","PITPNB"
"4956","PJA2"
"4957","PKN2"
"4958","PLOD1"
"4959","PLPP3"
"4960","PLPP5"
"4961","PLXNB2"
"4962","PNMA5"
"4963","POGZ"
"4964","POLI"
"4965","POT1"
"4966","POU2F2"
"4967","PPM1B"
"4968","PPP1R10"
"4969","PPP1R14C"
"4970","PPP2R1A"
"4971","PPP2R2A"
"4972","PPP3R1"
"4973","PRC1"
"4974","PRDM1"
"4975","PRDM2"
"4976","PRKCA"
"4977","PRKCD"
"4978","PRKDC"
"4979","PRPF38B"
"4980","PRPF8"
"4981","PRRC2C"
"4982","PSMA4"
"4983","PSMB8"
"4984","PSMD11"
"4985","PSMD3"
"4986","PSME4"
"4987","PSTK"
"4988","PTAR1"
"4989","PTGS2"
"4990","PTPN11"
"4991","PTPN23"
"4992","PTPRF"
"4993","PURB"
"4994","QSER1"
"4995","R3HDM2"
"4996","RAB10"
"4997","RAB11FIP1"
"4998","RAB11FIP2"
"4999","RAB12"
"5000","RAB14"
"5001","RAB1A"
"5002","RAB29"
"5003","RAB2A"
"5004","RAB30"
"5005","RAB39A"
"5006","RAB3A"
"5007","RAB3IP"
"5008","RAB40B"
"5009","RABGAP1L"
"5010","RAD51"
"5011","RAN"
"5012","RARG"
"5013","RASSF8"
"5014","RB1CC1"
"5015","RBM26"
"5016","RBM47"
"5017","RBM8A"
"5018","RBMS1"
"5019","RBSN"
"5020","RELCH"
"5021","RERE"
"5022","RFK"
"5023","RFX7"
"5024","RGL2"
"5025","RGL2"
"5026","RGL2"
"5027","RGL2"
"5028","RHEB"
"5029","RHOBTB3"
"5030","RIC1"
"5031","RINT1"
"5032","RMND5A"
"5033","RNF126"
"5034","RNF20"
"5035","RNF38"
"5036","RNF44"
"5037","RNF7"
"5038","RO60"
"5039","RPL27"
"5040","RPL30"
"5041","RPRD1A"
"5042","RPS11"
"5043","RPS19"
"5044","RPS29"
"5045","RRAGA"
"5046","RREB1"
"5047","RTL8A"
"5048","S100A11"
"5049","SAMD12"
"5050","SCD"
"5051","SCNN1A"
"5052","SCYL3"
"5053","SEC16A"
"5054","SEC23A"
"5055","SEC24B"
"5056","SEMA7A"
"5057","SERP1"
"5058","SERPINA4"
"5059","SERPINH1"
"5060","SESN1"
"5061","SETD5"
"5062","SETX"
"5063","SF3A1"
"5064","SF3B1"
"5065","SGMS1"
"5066","SIK1"
"5067","SIX4"
"5068","SLC11A2"
"5069","SLC23A2"
"5070","SLC25A13"
"5071","SLC30A6"
"5072","SLC30A9"
"5073","SLC33A1"
"5074","SLC35E1"
"5075","SLC35F6"
"5076","SLC38A1"
"5077","SLC39A10"
"5078","SLC39A9"
"5079","SLC49A4"
"5080","SLC6A4"
"5081","SLC7A9"
"5082","SLIRP"
"5083","SMAD4"
"5084","SMAD7"
"5085","SMCHD1"
"5086","SMIM15"
"5087","SND1"
"5088","SNRNP200"
"5089","SNRPD1"
"5090","SNTN"
"5091","SNX16"
"5092","SNX18"
"5093","SNX19"
"5094","SNX3"
"5095","SOCS5"
"5096","SOCS6"
"5097","SOGA1"
"5098","SPART"
"5099","SPPL3"
"5100","SRGAP1"
"5101","SRRD"
"5102","SS18"
"5103","SSX2IP"
"5104","ST6GAL1"
"5105","ST6GALNAC1"
"5106","STAM"
"5107","STAM2"
"5108","STARD9"
"5109","STAU1"
"5110","STRBP"
"5111","STS"
"5112","STX12"
"5113","STX16"
"5114","STX2"
"5115","STX6"
"5116","STXBP4"
"5117","SUPT7L"
"5118","SYNCRIP"
"5119","TAGAP"
"5120","TAS2R7"
"5121","TAS2R7"
"5122","TBC1D13"
"5123","TBX4"
"5124","TCEANC"
"5125","TECR"
"5126","TENT4A"
"5127","TENT5A"
"5128","TEX2"
"5129","TFB1M"
"5130","THAP6"
"5131","THBS4"
"5132","THOC5"
"5133","TIFA"
"5134","TIRAP"
"5135","TLR5"
"5136","TMBIM6"
"5137","TMED4"
"5138","TMEM101"
"5139","TMEM123"
"5140","TMEM167A"
"5141","TMEM170B"
"5142","TMEM179B"
"5143","TMEM181"
"5144","TMEM209"
"5145","TMEM259"
"5146","TMEM39B"
"5147","TMEM60"
"5148","TMPO"
"5149","TNKS"
"5150","TNPO1"
"5151","TNRC18"
"5152","TNRC6A"
"5153","TNRC6B"
"5154","TOB1"
"5155","TOR1AIP2"
"5156","TPD52"
"5157","TPP2"
"5158","TRIM14"
"5159","TRIM24"
"5160","TRIM33"
"5161","TSC1"
"5162","TSC22D3"
"5163","TSEN34"
"5164","TSEN34"
"5165","TSEN34"
"5166","TSEN34"
"5167","TSEN34"
"5168","TSEN34"
"5169","TSEN34"
"5170","TSEN34"
"5171","TSEN34"
"5172","TSPAN3"
"5173","TULP4"
"5174","TXLNA"
"5175","U2SURP"
"5176","UBE2K"
"5177","UBLCP1"
"5178","UBP1"
"5179","UBR4"
"5180","UCK2"
"5181","USF3"
"5182","USP22"
"5183","USP31"
"5184","USP33"
"5185","USP37"
"5186","USP54"
"5187","UTP14C"
"5188","UTP18"
"5189","UTRN"
"5190","VAPA"
"5191","VAPB"
"5192","VAV2"
"5193","VCPIP1"
"5194","VEZT"
"5195","VIPAS39"
"5196","VKORC1"
"5197","VKORC1L1"
"5198","VPS13B"
"5199","VPS37C"
"5200","VPS52"
"5201","VPS52"
"5202","VPS52"
"5203","VPS52"
"5204","VPS52"
"5205","VPS52"
"5206","VPS52"
"5207","VPS54"
"5208","VRK1"
"5209","VWA1"
"5210","WDR12"
"5211","WDR4"
"5212","WHAMM"
"5213","WIZ"
"5214","XPO1"
"5215","XPO5"
"5216","XRCC1"
"5217","YEATS2"
"5218","YJU2"
"5219","YOD1"
"5220","YWHAE"
"5221","YWHAE"
"5222","YWHAH"
"5223","ZBTB1"
"5224","ZBTB10"
"5225","ZBTB14"
"5226","ZBTB20"
"5227","ZBTB3"
"5228","ZBTB41"
"5229","ZC3H12C"
"5230","ZC3H7A"
"5231","ZEB1"
"5232","ZEB2"
"5233","ZFP36L1"
"5234","ZFP91"
"5235","ZFPM1"
"5236","ZFX"
"5237","ZKSCAN1"
"5238","ZMAT3"
"5239","ZNF10"
"5240","ZNF100"
"5241","ZNF107"
"5242","ZNF12"
"5243","ZNF233"
"5244","ZNF253"
"5245","ZNF264"
"5246","ZNF267"
"5247","ZNF281"
"5248","ZNF397"
"5249","ZNF420"
"5250","ZNF43"
"5251","ZNF430"
"5252","ZNF431"
"5253","ZNF432"
"5254","ZNF438"
"5255","ZNF451"
"5256","ZNF460"
"5257","ZNF473"
"5258","ZNF484"
"5259","ZNF493"
"5260","ZNF518B"
"5261","ZNF549"
"5262","ZNF562"
"5263","ZNF587B"
"5264","ZNF609"
"5265","ZNF620"
"5266","ZNF626"
"5267","ZNF644"
"5268","ZNF652"
"5269","ZNF675"
"5270","ZNF676"
"5271","ZNF676"
"5272","ZNF678"
"5273","ZNF680"
"5274","ZNF682"
"5275","ZNF703"
"5276","ZNF708"
"5277","ZNF714"
"5278","ZNF724"
"5279","ZNF730"
"5280","ZNF737"
"5281","ZNF816"
"5282","ZNF91"
"5283","ZNF98"
"5284","ZYG11B"
"5285","ACCS"
"5286","AGO2"
"5287","AKT1"
"5288","AP3D1"
"5289","BCL2"
"5290","BCL2A1"
"5291","BCL2L1"
"5292","BIN3"
"5293","BNC1"
"5294","BRPF3"
"5295","CALR"
"5296","CARM1"
"5297","CBX8"
"5298","CEP170B"
"5299","CNBP"
"5300","CSF1"
"5301","DESI1"
"5302","EZR"
"5303","FN3K"
"5304","FRS2"
"5305","FSCN1"
"5306","GAS1"
"5307","GNL3L"
"5308","GPRIN1"
"5309","IFFO2"
"5310","INPPL1"
"5311","KIF1B"
"5312","KLC2"
"5313","LAMC1"
"5314","LIF"
"5315","LIFR"
"5316","LRRC8A"
"5317","LTBP1"
"5318","MECP2"
"5319","MEIS3P1"
"5320","MGMT"
"5321","MYC"
"5322","NFAT1"
"5323","NFATC2"
"5324","NFIC"
"5325","NOTCH2"
"5326","OPRD1"
"5327","PABPC3"
"5328","PDGFB"
"5329","PEAK3"
"5330","PKM"
"5331","PLAGL2"
"5332","PLPP3"
"5333","POM121C"
"5334","PPP1R13L"
"5335","PPP6R1"
"5336","PRKCB"
"5337","PTPA"
"5338","RAI1"
"5339","SELENOS"
"5340","SLC7A5"
"5341","SMAGP"
"5342","SND1"
"5343","SOX7"
"5344","SOX7"
"5345","SRRM2"
"5346","SURF6"
"5347","SURF6"
"5348","TACO1"
"5349","TJP3"
"5350","TM9SF4"
"5351","TNFAIP2"
"5352","TNFRSF13C"
"5353","TPP1"
"5354","TSC22D2"
"5355","USH1G"
"5356","UTP3"
"5357","VMA21"
"5358","WDR74"
"5359","WNK1"
"5360","YWHAG"
"5361","ZCCHC24"
"5362","ZFPM2"
"5363","ZMIZ1"
"5364","ZSCAN25"
"5365",""
"5366",""
"5367",""
"5368",""
"5369","ABCB1"
"5370","ABCB9"
"5371","ABHD15"
"5372","AC093525.2"
"5373","ACIN1"
"5374","ACO1"
"5375","ACTR1A"
"5376","ACTR1B"
"5377","ACVR1B"
"5378","ACVRL1"
"5379","ADAMTS13"
"5380","ADAMTS13"
"5381","ADCY1"
"5382","AEN"
"5383","AGAP3"
"5384","AHNAK"
"5385","AKAP1"
"5386","AKAP11"
"5387","ALDH16A1"
"5388","ALDH3A2"
"5389","ALDOA"
"5390","AMDHD2"
"5391","AMER1"
"5392","AMH"
"5393","ANKRD11"
"5394","ANKRD52"
"5395","ANXA11"
"5396","AP2A1"
"5397","ARF3"
"5398","ARFRP1"
"5399","ARHGDIA"
"5400","ARHGEF12"
"5401","ARID3A"
"5402","ARL4C"
"5403","ARL8A"
"5404","ARPC4"
"5405","ASXL3"
"5406","ATN1"
"5407","ATP13A3"
"5408","ATXN1"
"5409","ATXN2L"
"5410","B4GALNT4"
"5411","B4GALT1"
"5412","BAHD1"
"5413","BAK1"
"5414","BAX"
"5415","BAZ1B"
"5416","BCAR3"
"5417","BCL2"
"5418","BCL2L2"
"5419","BMF"
"5420","BOD1"
"5421","BRD7"
"5422","BRSK2"
"5423","BSDC1"
"5424","BTG2"
"5425","C11orf95"
"5426","C19orf48"
"5427","C1orf198"
"5428","C1orf21"
"5429","C21orf58"
"5430","C3orf38"
"5431","CALM3"
"5432","CAMTA1"
"5433","CAP1"
"5434","CAPN12"
"5435","CAPN15"
"5436","CAPNS1"
"5437","CARD14"
"5438","CASP8"
"5439","CBS"
"5440","CBX6"
"5441","CDC42EP4"
"5442","CDC42SE1"
"5443","CDK16"
"5444","CDK4"
"5445","CDKN1B"
"5446","CDT1"
"5447","CDX1"
"5448","CELF1"
"5449","CENPB"
"5450","CEP63"
"5451","CHAC1"
"5452","CHCHD10"
"5453","CHCHD4"
"5454","CHD8"
"5455","CHERP"
"5456","CHMP1A"
"5457","CHORDC1"
"5458","CIC"
"5459","CLDN15"
"5460","CLPTM1"
"5461","CNOT3"
"5462","COLQ"
"5463","COPG1"
"5464","COPS7B"
"5465","CPNE8"
"5466","CRAMP1"
"5467","CRLS1"
"5468","CRYL1"
"5469","CSDE1"
"5470","CTDSP2"
"5471","CTRL"
"5472","CTSD"
"5473","CYTH3"
"5474","D2HGDH"
"5475","DCAF7"
"5476","DDAH2"
"5477","DDR1"
"5478","DEDD"
"5479","DEPP1"
"5480","DHX30"
"5481","DIPK1B"
"5482","DISP3"
"5483","DLL1"
"5484","DLL4"
"5485","DMWD"
"5486","DNAJC27"
"5487","DNLZ"
"5488","DPY19L1"
"5489","DSG2"
"5490","DUSP2"
"5491","DYNC1LI2"
"5492","DYRK1B"
"5493","E2F1"
"5494","E2F3"
"5495","EDC3"
"5496","EEF1D"
"5497","EEF2"
"5498","EIF3A"
"5499","EIF3K"
"5500","EIF4G1"
"5501","ELAVL3"
"5502","ELK1"
"5503","ELMSAN1"
"5504","EMD"
"5505","EMP1"
"5506","EN2"
"5507","ENO1"
"5508","ENO2"
"5509","EPN1"
"5510","ERLIN2"
"5511","EXOC7"
"5512","EXOSC6"
"5513","FAAP100"
"5514","FAM167A"
"5515","FAM189B"
"5516","FAM193B"
"5517","FBRSL1"
"5518","FBXL19"
"5519","FBXL6"
"5520","FEM1A"
"5521","FGFR1"
"5522","FGFRL1"
"5523","FLNB"
"5524","FLOT2"
"5525","FLT4"
"5526","FOXM1"
"5527","FUT8"
"5528","FYCO1"
"5529","GABBR1"
"5530","GAS2L1"
"5531","GATAD2A"
"5532","GCC1"
"5533","GLYR1"
"5534","GNB2"
"5535","GOSR2"
"5536","GOT2"
"5537","GPATCH8"
"5538","GPSM1"
"5539","GRAMD1A"
"5540","GSTO1"
"5541","H4-16"
"5542","H4C3"
"5543","H4C9"
"5544","HDLBP"
"5545","HECTD3"
"5546","HIC2"
"5547","HLA-C"
"5548","HLA-E"
"5549","HMGA1"
"5550","HNRNPM"
"5551","HNRNPU"
"5552","HOXB4"
"5553","HTRA2"
"5554","HYOU1"
"5555","ID3"
"5556","INO80E"
"5557","INPP5E"
"5558","INTS1"
"5559","IPO9"
"5560","IQCN"
"5561","IRAK1"
"5562","IRF3"
"5563","IRF4"
"5564","ISYNA1"
"5565","ITM2C"
"5566","ITPRID1"
"5567","JCAD"
"5568","JMJD7-PLA2G4B"
"5569","KCNC4"
"5570","KCTD12"
"5571","KDM6B"
"5572","KDR"
"5573","KHNYN"
"5574","KHSRP"
"5575","KIF1C"
"5576","KIFC2"
"5577","KLF10"
"5578","KLF16"
"5579","KLHDC10"
"5580","KLHL17"
"5581","KLHL3"
"5582","KMT2B"
"5583","KMT2D"
"5584","KNDC1"
"5585","KRT80"
"5586","LAPTM4A"
"5587","LARP1"
"5588","LDAH"
"5589","LENG8"
"5590","LGALS3BP"
"5591","LIMD2"
"5592","LMNA"
"5593","LMNB2"
"5594","LONRF2"
"5595","LRP5"
"5596","LRRC41"
"5597","LRRC42"
"5598","LRRC47"
"5599","LSM14B"
"5600","LTBP1"
"5601","LTBP3"
"5602","LUZP1"
"5603","LZTS1"
"5604","MAD2L2"
"5605","MADD"
"5606","MAP11"
"5607","MAP2K2"
"5608","MAP3K21"
"5609","MAPK11"
"5610","MARCKSL1"
"5611","MAST4"
"5612","MATR3"
"5613","MAZ"
"5614","MBD3"
"5615","MBD6"
"5616","MDN1"
"5617","MEA1"
"5618","MED13L"
"5619","MED16"
"5620","MFHAS1"
"5621","MFRP"
"5622","MID1"
"5623","MIDN"
"5624","MINK1"
"5625","MLLT6"
"5626","MLXIPL"
"5627","MME"
"5628","MMP2"
"5629","MOB1A"
"5630","MRPS14"
"5631","MSH6"
"5632","MTFMT"
"5633","MTSS2"
"5634","MYH14"
"5635","MYL6"
"5636","MYO10"
"5637","NAA15"
"5638","NACC1"
"5639","NAMPTP1"
"5640","NAV1"
"5641","NCOA5"
"5642","NDUFS8"
"5643","NECTIN1"
"5644","NEK3"
"5645","NFIX"
"5646","NGFR"
"5647","NID1"
"5648","NIT1"
"5649","NLGN2"
"5650","NME4"
"5651","NOP56"
"5652","NOTCH1"
"5653","NPDC1"
"5654","NPTN"
"5655","NSD1"
"5656","NUCKS1"
"5657","NXN"
"5658","NXN"
"5659","NXN"
"5660","OAF"
"5661","OAZ1"
"5662","ORAI1"
"5663","OSCAR"
"5664","OSCAR"
"5665","OSCAR"
"5666","OSCAR"
