ID,Normal.2,Cancer 1.1,Cancer 1.2,Cancer 1.3,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-3201,1.65393258426966,1.12062667424304,1.25044964028777,1.10866607985917,0.494018452806337,1.28341874466491,6.3909459218405,6.81001118000879e-09,1.65657481262539e-07,9.94775605818914
hsa-miR-328,1.67805755395683,1.40230538193035,1.34192206129471,1.38565096043343,0.301431419404005,1.45198398940383,3.95005810738372,0.000153502431686355,0.00109975029824608,0.282047997406748
hsa-miR-330-5p,1.36420863309353,1.13168539325843,1.03595468724347,1.02402792434451,0.300319298144722,1.13896915948498,3.91098237963924,0.000176377853005331,0.00123842482857715,0.15068669511713
hsa-miR-335,1.54361510791367,0.943258381362124,0.937424981995679,0.957560334920374,0.597533875154276,1.09546470154796,7.84730234273623,7.71452984625252e-12,3.10361469968467e-10,16.5798270768963
hsa-miR-335*,1.21717625899281,0.937981979056742,0.928622869488677,0.949761943851584,0.278387328193805,1.00838576284745,3.65596475339333,0.000427518400878399,0.00247063120065638,-0.683380339325878
hsa-miR-337-3p,1.44492247747382,1.07625830199248,1.12543096371696,1.22751798561151,0.301853393700171,1.21853243219869,3.90716698497012,0.000178778345234369,0.00123842482857715,0.137910070910174
hsa-miR-338-5p,1.67370786516854,0.994804773114701,1.12455035971223,0.995038809314235,0.635576551121484,1.19702545182743,8.23393660418692,1.21558075705728e-12,6.05474986610435e-11,18.3912572465292
hsa-miR-34a*,1.03464831559574,1.39960597603021,1.54091726618705,1.39012906891793,-0.408902454782654,1.34132515668273,-5.27761865824306,8.75185270258288e-07,1.14430474086271e-05,5.23185125457059
hsa-miR-34b*,1.52607913669065,1.22331358064778,1.19908778106746,1.23419799704482,0.307212683770628,1.29566962386268,4.03238128587512,0.000114241946288619,0.000841528702942929,0.561793520107803
hsa-miR-361-3p,1.05505321277107,1.34255458873748,1.56519784172662,1.36658819709392,-0.369726996414942,1.33234846008227,-4.68408271359426,9.74509769187753e-06,9.18321818531882e-05,2.91043782553842
hsa-miR-3614-3p,1.4936277295235,1.04825158037929,1.07617796749302,1.17580935251799,0.393548096060067,1.19846665747845,5.11228334188923,1.73750422018753e-06,1.9731572868963e-05,4.56962117134459
hsa-miR-3616-3p,1.52742805755396,1.25662921348315,1.14923657855853,1.13077360175339,0.348548259622269,1.26601686283726,4.52635819931228,1.80212067963994e-05,0.000155786630653171,2.32132755381187
hsa-miR-3616-5p,1.43640449438202,1.04310414806397,1.15422661870504,1.03464831559574,0.359078133593774,1.16709589418669,4.66500503127986,1.05037781388131e-05,9.72296631256506e-05,2.83852140534015
hsa-miR-3617,1.61960431654676,0.752808988764045,0.689952388770317,0.685932299699651,0.910039757468759,0.937074498445194,11.9125289715645,2.6442266890448e-20,2.76586111674086e-17,35.7040306506722
hsa-miR-362-3p,1.03464831559574,1.39960597603021,1.54091726618705,1.39012906891793,-0.408902454782654,1.34132515668273,-5.27761865824306,8.75185270258288e-07,1.14430474086271e-05,5.23185125457059
hsa-miR-3622b-3p,1.36192686244699,0.987112132654737,0.981816705901453,1.08453237410072,0.344106458228018,1.10384701877597,4.48274040774338,2.13170415669902e-05,0.000182767421959604,2.1606446690263
hsa-miR-3647-5p,1.51148632194172,0.821797231335521,0.927640449438202,0.847561976686915,0.645819769454837,1.02712149485059,8.41943462583833,4.98887770185675e-13,3.31309805174497e-11,19.2647050091852
hsa-miR-3650,1.11346723213571,0.738384501723855,0.733419920448088,0.81160071942446,0.352332184936911,0.849218093433029,4.6062093621134,1.32201458468224e-05,0.000117723858334391,2.61801515738997
hsa-miR-3655,1.26663669064748,0.990340125010147,0.982635832599824,1.00435068133311,0.274194477666454,1.06099083239764,3.60082005897731,0.000515162694395797,0.00283610620177897,-0.858287612276975
hsa-miR-3658,1.3775468788051,1.0246459150196,1.16089887640449,1.06509604334264,0.293999933882852,1.15704692839296,3.81537309802889,0.000246883961855807,0.00157463795183642,-0.16678843086206
hsa-miR-3664-5p,1.32014388489209,1.10112359550562,1.0129699556723,0.996834158616771,0.283167981627189,1.10776789867169,3.69065147148489,0.000379849907696934,0.0022704171625771,-0.572350930396309
hsa-miR-367*,1.22257194244604,0.983034337202695,0.975434104185004,0.99203743227713,0.239069984557766,1.04326945402772,3.13996412356291,0.00227577026788242,0.0099185654175209,-2.23958521730482
hsa-miR-3676,1.47841076998851,1.09937050359712,0.988637272945507,1.10426966292135,0.414318290167182,1.16767205236312,5.38500982661321,5.575138117083e-07,7.75458587516873e-06,5.66794425559801
hsa-miR-3678-5p,1.67446043165468,1.08314606741573,0.990806107371532,0.979381443298969,0.656682558959266,1.18194851243523,8.55700503329984,2.57388494474392e-13,2.07098742477087e-11,19.9139003579637
hsa-miR-3679-3p,1.66112359550562,1.22331358064778,1.34757194244604,1.20308874129791,0.403132174041707,1.35877446497434,5.21597716819973,1.1315416626314e-06,1.42601515555717e-05,4.98362959284656
hsa-miR-3679-5p,1.03923822032507,1.47886690647482,1.30711370728975,1.47370786516854,-0.3806579393193,1.32473167481454,-4.88451905997482,4.38996546351792e-06,4.59190387483975e-05,3.67660295075495
hsa-miR-370,1.26663669064748,0.995616527315529,0.984236216692006,1.00517156460351,0.271628587777132,1.06291524981463,3.56722565862388,0.000576631303035626,0.00306170732474754,-0.963865764850133
hsa-miR-374b hsa-miR-374c,1.67730337078652,0.946099521065021,1.06070143884892,0.945026806433544,0.693360782004022,1.1572827842835,9.00862782966166,2.9151617918908e-14,3.38806581590864e-12,22.0511783030128
hsa-miR-378,1.11346723213571,0.738384501723855,0.8125,0.73260816624726,0.352303009478674,0.849239975026707,4.60504065577496,1.32805117432679e-05,0.000117723858334391,2.61364955098164
hsa-miR-3909,1.3273381294964,1.03955056179775,0.96905270070596,0.954217063073301,0.339731354304065,1.07253961376835,4.43967640163334,2.51394159068471e-05,0.000213787227955789,2.00297365167318
hsa-miR-3910,1.31260654273886,0.980235256461551,1.0129699556723,1.10431654676259,0.280099289773378,1.10253207540883,3.64179128999182,0.000448585974581139,0.00255578066071903,-0.728524603735975
hsa-miR-3913-5p,1.43685393258427,1.04310414806397,1.15422661870504,1.03464831559574,0.359527571796021,1.16720825373725,4.67084395957591,1.02656871618548e-05,9.58741854580365e-05,2.86051318049535
hsa-miR-3914,1.4613309352518,1.13662921348315,1.04293219504187,1.03052195795113,0.391303146426417,1.16785357543199,5.09732287167574,1.84776567930372e-06,2.05613074526776e-05,4.51026536412182
hsa-miR-3934,0.834427844360532,1.7023381294964,1.52116507961911,1.7047191011236,-0.808312925719171,1.44066253864991,-10.3339523048654,4.85805030830872e-17,2.54076031124546e-14,28.3307503111679
hsa-miR-3935,1.20341487440486,1.47077338129496,1.39273425622149,1.51325842696629,-0.25550714708939,1.3950452347219,-3.32531673501218,0.00127230364613618,0.00576116715956038,-1.70173764952015
hsa-miR-3945,1.38241740401007,0.961430743378411,1.08449438202247,0.985880807749138,0.371815426293392,1.10355583429002,4.83296445633462,5.39843990015226e-06,5.48229916073715e-05,3.47772117605021
hsa-miR-422a,1.47841076998851,1.09937050359712,1.00292231512298,0.98303592862287,0.449967854207516,1.14093487933287,5.85418800263068,7.41920354860286e-08,1.25169143739332e-06,7.62348304774969
hsa-miR-424,1.27485997240036,0.932623829719133,0.968231817435561,1.06205035971223,0.28722463677805,1.05944149481682,3.7313553301448,0.000330349184644372,0.00200898399498845,-0.4410761994674
hsa-miR-4253,1.41232014388489,1.11056179775281,0.999425381710721,0.991963633411803,0.378336539593115,1.12856773919006,4.9156991548279,3.87174690377454e-06,4.13249720545731e-05,3.79748140079801
hsa-miR-4257,1.60071942446043,1.04449438202247,0.958381218190773,0.950564169169576,0.616239501332824,1.13853979846081,8.04037847641263,3.0707140932095e-12,1.33831955895714e-10,17.4826869247079
hsa-miR-4268,1.26663669064748,1.04449438202247,0.961664751272369,0.946911275265849,0.282279887793919,1.05492677480204,3.68258477732132,0.000390462729244396,0.00228169840664602,-0.598240962863407
hsa-miR-4271,1.24505395683453,0.864924100982223,0.856605585340482,0.877113774421277,0.378839469919872,0.960924354394628,4.97524074259017,3.04254612433567e-06,3.28093118150011e-05,4.02953875501233
hsa-miR-4272,1.3273381294964,1.13887640449438,1.04662616975866,1.03417485185486,0.254112320793769,1.13675388890108,3.31097276246855,0.00133190770434676,0.00600506663252891,-1.74422834598247
hsa-miR-4275,1.08233459202101,1.47077338129496,1.39273425622149,1.51325842696629,-0.376587429473236,1.36477516412594,-4.90112505927067,4.10609258882519e-06,4.33835641203146e-05,3.7409253612216
